===== PARAMETERS =====
Total rows : 1813
Reference system: Sol
Area of search : 250 ly
Gas types Class I gas giant +Class II gas giant +Class III gas giant +Class IV gas giant +Class V gas giant +Gas giant with ammonia-based life +Gas giant with water-based life +Hellium-rich gas giant
Ref star types : M (Red giant) Star + M (Red dwarf) Star + M (Red super giant) Star + T Tauri Star
==========
System name,Distance from Sol (ly),System stars count,System suitable stars count,Gas Body Name,Gas Body Surface Temperature (K),Gas Sub Type,Gas distance from arrival (ls),Gas has multiple stars ?,Gas star as orbit center ?,Gas orbit centers count,Gas orbital eccentricity,Gas semi major axis (ls),Gas semi minor axis (ls),Ref Star Name,Ref Star Sub Type,Ref Star Temp Class,Ref Star Distance from arrival (ls),Ref Star Radius,Ref Star Luminosity,Ref Star Age,Ref Star Temperature,Biggest Suitable Star Radius,Cold Stars Count,Coldest star temp,Cold Stars Luminosities,Has T Tauri Star ?,8th Moon Name,8th Moon Distance from arrival (ls),8th Moon Sub Type,8th Moon Surface Temperature (K),8th Moon Radius
Kalarnuteti,194.85,2,1,Kalarnuteti A 6,63,Class I gas giant,1634.5336,false,true,2,0.0056,1634.1914745000001,1634.1658501767836,Kalarnuteti A,M (Red dwarf) Star,6,0,0.4471,Va,4292,2735,0.4471,0,,-,false,Kalarnuteti A 6 h,1616.8713,Icy body,41,3214.3291
Washa,162.73,1,1,Washa 4,63,Class I gas giant,1781.108,false,true,1,0.0046,1788.2842185,1788.26529835288,Washa,M (Red dwarf) Star,3,0,0.6338,Va,10684,3319,0.6338,0,,-,false,Washa 4 h,1782.0588,Icy body,53,1003.5464
Bolos,140.88,1,1,Bolos 3,63,Class I gas giant,3711.2297,false,true,1,0.0003,3711.1001850000002,3711.100018000488,Bolos,M (Red dwarf) Star,3,0,0.5815,Va,6184,3323,0.5815,0,,-,false,Bolos 3 h,3703.321,Icy body,36,4443.7695
Ostyat,144.51,4,2,Ostyat ABC 4,63,Class I gas giant,6606.3184,true,false,2,0.0083,6486.516094500001,6486.292662605004,Ostyat B,M (Red dwarf) Star,5,1385.6254,0.5132,Va,4350,3055,0.5132,1,2434,-Va-,false,Ostyat ABC 4 g,6611.5684,Icy body,47,1455.5366
Menguru,146.03,1,1,Menguru 13,63,Class I gas giant,1654.3463,false,true,1,0.0058,1655.399187,1655.3713429515042,Menguru,M (Red dwarf) Star,5,0,0.5931,Va,276,3042,0.5931,0,,-,false,Menguru 13 h,1659.4293,Icy body,49,1055.4355
V484 Tauri,51.78,1,1,V484 Tauri 2,63,Class I gas giant,1086.8113,false,true,1,0.0057,1081.643238,1081.6256665628734,V484 Tauri,M (Red dwarf) Star,5,0,0.5002,V,9146,2854,0.5002,0,,-,false,V484 Tauri 2 h,1093.7878,Icy body,52,989.6387
Col 285 Sector EF-W b16-5,228.09,1,1,Col 285 Sector EF-W b16-5 6,63,Class I gas giant,1731.8844,false,false,0,0.0037,1736.9865045000001,1736.974614786684,Col 285 Sector EF-W b16-5,M (Red dwarf) Star,5,0,0.4789,Va,398,2905,0.4789,0,,-,false,Col 285 Sector EF-W b16-5 6 h,1728.4695,Icy body,42,1295.5621
Col 285 Sector BW-Z b15-4,169.21,1,1,Col 285 Sector BW-Z b15-4 5,63,Class I gas giant,2155.9114,false,true,1,0.0012,2153.2564755,2153.2549251547794,Col 285 Sector BW-Z b15-4,M (Red dwarf) Star,5,0,0.5895,Va,3280,2983,0.5895,0,,-,false,Col 285 Sector BW-Z b15-4 5 h,2138.6511,Icy body,43,1227.947
Equalkuni,139.70,5,2,Equalkuni ABC 2,63,Class I gas giant,2507.6147,true,false,2,0.002,2542.230873,2542.225788533169,Equalkuni B,M (Red dwarf) Star,9,548.2303,0.3986,Va,12078,2276,0.7219,1,2276,-Va-,false,Equalkuni ABC 2 h,2502.7485,Icy body,56,564.1087
LHS 1882,55.66,1,1,LHS 1882 3,63,Class I gas giant,882.3444,false,true,1,0.0033,879.945417,879.9406256841601,LHS 1882,M (Red dwarf) Star,8,0,0.4142,V,11254,2419,0.4142,1,2419,-V-,false,LHS 1882 3 f,874.9627,Icy body,46,949.1313
Marizi,95.57,1,1,Marizi 12,63,Class I gas giant,2262.6895,false,true,1,0.0006,2262.4387695,2262.4383622609844,Marizi,M (Red dwarf) Star,4,0,0.6066,Va,496,3145,0.6066,0,,-,false,Marizi 12 h,2279.0437,Icy body,44,1013.9121
Col 285 Sector FG-B b15-1,234.71,1,1,Col 285 Sector FG-B b15-1 6,63,Class I gas giant,1369.4668,false,true,1,0.0015,1371.165939,1371.164396437451,Col 285 Sector FG-B b15-1,M (Red dwarf) Star,5,0,0.5229,Va,428,2939,0.5229,0,,-,false,Col 285 Sector FG-B b15-1 6 g,1366.843,Icy body,49,3986.647
Kosensei,214.99,1,1,Kosensei 3,62,Class I gas giant,945.4305,false,true,1,0.0003,945.2651715000001,945.2651289630663,Kosensei,M (Red dwarf) Star,6,0,0.5074,Va,5266,2609,0.5074,0,,-,false,Kosensei 3 h,949.9913,Icy body,52,704.2891
Col 285 Sector ZG-K c9-6,197.23,3,3,Col 285 Sector ZG-K c9-6 AB 3,62,Class I gas giant,2686,true,false,0,0.0005,2714.9365034999996,2714.9361641329156,Col 285 Sector ZG-K c9-6 B,M (Red dwarf) Star,9,654,0.3394,,11898,2014,0.5717,2,2014,-null-null-,false,Col 285 Sector ZG-K c9-6 AB 3 h,2677,Icy body,48,1968.207
Col 285 Sector KM-A b15-3,152.79,1,1,Col 285 Sector KM-A b15-3 4,62,Class I gas giant,1487.9916,false,true,1,0.0049,1488.432114,1488.4142452652136,Col 285 Sector KM-A b15-3,M (Red dwarf) Star,5,0,0.5294,Va,3642,3024,0.5294,0,,-,false,Col 285 Sector KM-A b15-3 4 h,1485.7983,Icy body,49,734.5321
Kui Xiba,101.82,3,2,Kui Xiba ABC 2,62,Class I gas giant,2560.3997,true,false,1,0.0005,2271.8200635,2271.819779522474,Kui Xiba B,M (Red dwarf) Star,9,888.1227,0.4361,Va,3206,2377,0.5646,1,2377,-Va-,false,Kui Xiba ABC 2 h,2572.6716,Icy body,45,3428.8418
Lu Pao,161.12,1,1,Lu Pao 7,62,Class I gas giant,1391.428,false,true,1,0.0064,1384.9883775,1384.9600126475698,Lu Pao,M (Red dwarf) Star,5,0,0.4985,Va,4028,2854,0.4985,0,,-,false,Lu Pao 7 h,1388.7473,Icy body,47,1255.3691
CD-22 9062,115.59,2,1,CD-22 9062 A 6,62,Class I gas giant,2097.0237,false,true,2,0.0025,2099.7631395000003,2099.7565777299365,CD-22 9062 B,M (Red dwarf) Star,6,379232.5938,0.429,Va,894,2603,0.429,0,,-,false,CD-22 9062 A 6 h,2104.6189,Icy body,54,834.8117
Daibara,134.46,1,1,Daibara 6,62,Class I gas giant,1217.1676,false,true,1,0.0016,1217.9215035,1217.919944559478,Daibara,M (Red dwarf) Star,5,0,0.4435,Va,6976,3033,0.4435,0,,-,false,Daibara 6 h,1210.1608,Icy body,50,1319.2653
Nzamnite,101.06,2,1,Nzamnite A 6,62,Class I gas giant,4432.9004,false,true,2,0.0057,4417.142359500001,4417.070602439519,Nzamnite B,M (Red dwarf) Star,9,230691.0312,0.4532,Va,6710,2269,0.4532,1,2269,-Va-,false,Nzamnite A 6 h,4454.7271,Icy body,54,730.9116
Vellamo,79.51,3,2,Vellamo ABC 2,62,Class I gas giant,3831.7366,true,false,1,0.0002,4227.57036,4227.570275448592,Vellamo C,M (Red dwarf) Star,3,1675.3414,0.5839,Va,7914,3326,0.653,0,,-,false,Vellamo ABC 2 g,3846.3425,Icy body,50,1183.795
HIP 3923,249.77,3,2,HIP 3923 ABC 1,62,Class I gas giant,3947.6565,true,false,0,0.0008,5555.522466,5555.5206882325265,HIP 3923 B,M (Red dwarf) Star,3,4244.3037,0.6118,Va,11448,3296,0.6118,1,2362,-Va-,false,HIP 3923 ABC 1 h,3934.7048,Icy body,56,712.6762
Col 285 Sector SV-H b12-1,244.02,2,2,Col 285 Sector SV-H b12-1 A 5,62,Class I gas giant,2075,false,false,0,0.0009,2075.7609989999996,2075.760158316625,Col 285 Sector SV-H b12-1 A,M (Red dwarf) Star,3,0,0.5873,Va,2384,3309,0.5873,1,2223,-null-,false,Col 285 Sector SV-H b12-1 A 5 h,2084,Icy body,52,903.9609
Col 285 Sector DM-C c13-17,190.57,2,1,Col 285 Sector DM-C c13-17 AB 1,62,Class I gas giant,3706.4844,true,false,1,0.0001,3265.4388194999997,3265.4388031728054,Col 285 Sector DM-C c13-17 B,M (Red dwarf) Star,9,1570.6691,0.3697,VI,248,2164,0.3697,1,2164,-VI-,false,Col 285 Sector DM-C c13-17 AB 1 g a,3712.1001,Icy body,51,513.4841
Col 285 Sector GP-H b10-2,242.04,1,1,Col 285 Sector GP-H b10-2 6,61,Class I gas giant,3302.3848,false,false,0,0.002,3295.7284229999996,3295.721831536562,Col 285 Sector GP-H b10-2,M (Red dwarf) Star,5,0,0.5258,,2786,2966,0.5258,0,,-,false,Col 285 Sector GP-H b10-2 6 g,3288,Icy body,33,1347.1212
HIP 63920,161.06,3,1,HIP 63920 AB 4,61,Class I gas giant,2395.9463,true,false,2,0.002,2410.792956,2410.788134409266,HIP 63920 A,M (Red dwarf) Star,6,0,0.484,V,9748,2772,0.484,0,,-,false,HIP 63920 AB 4 h,2386.7876,Icy body,55,733.4934
Caritra,106.02,1,1,Caritra 2,61,Class I gas giant,1579.7322,false,true,1,0.0002,1580.0993325,1580.0993008980129,Caritra,M (Red dwarf) Star,5,0,0.5952,Va,2004,2880,0.5952,0,,-,false,Caritra 2 h,1570.8413,Icy body,48,863.373
Gandza,121.82,1,1,Gandza 5,61,Class I gas giant,1631.1853,false,true,1,0.0097,1640.3791365,1640.3019630481683,Gandza,M (Red dwarf) Star,3,0,0.6311,Va,2388,3275,0.6311,0,,-,false,Gandza 5 h,1629.6294,Icy body,55,513.2184
Hyades Sector TT-Q b5-5,169.63,1,1,Hyades Sector TT-Q b5-5 8,61,Class I gas giant,2034.6252,false,true,1,0.0034,2032.746768,2032.7350186897254,Hyades Sector TT-Q b5-5,M (Red dwarf) Star,4,0,0.6019,Va,9132,3218,0.6019,0,,-,false,Hyades Sector TT-Q b5-5 8 h,2037.3098,Icy body,48,1126.4109
Anukam,82.28,3,3,Anukam AB 3,61,Class I gas giant,2188.6726,true,false,2,0.0061,2147.018913,2146.9789673415257,Anukam B,M (Red dwarf) Star,9,329.8041,0.3729,VI,6506,2038,0.5606,2,2038,-VI-Va-,false,Anukam AB 3 h,2192.9756,Icy body,54,813.4761
Mianomama,151.36,2,2,Mianomama A 10,61,Class I gas giant,1766.7035,false,true,2,0.0019,1768.773123,1768.7699303616316,Mianomama A,M (Red dwarf) Star,6,0,0.5301,Va,550,2798,0.5301,1,2325,-Va-,false,Mianomama A 10 h,1763.9053,Icy body,45,846.7501
G 97-54,40.42,3,1,G 97-54 AB 10,61,Class I gas giant,3474.0552,true,false,2,0.0244,3455.9589284999997,3454.9300054784608,G 97-54 A,M (Red dwarf) Star,5,0,0.4974,V,8314,2903,0.4974,0,,-,false,G 97-54 AB 10 h,3477.3406,Icy body,36,1543.1102
Taexali,211.24,2,2,Taexali A 6,61,Class I gas giant,1392.4685,false,true,2,0.0033,1396.5652935,1396.557689181274,Taexali A,M (Red dwarf) Star,5,0,0.57,Va,4354,2913,0.57,0,,-,false,Taexali A 6 h,1394.2222,Icy body,53,699.9109
Lyncis Sector LC-V b2-3,175.01,1,1,Lyncis Sector LC-V b2-3 6,61,Class I gas giant,1303.3231,false,true,1,0.0005,1302.7523535,1302.7521906559457,Lyncis Sector LC-V b2-3,M (Red dwarf) Star,5,0,0.5466,Va,326,2933,0.5466,0,,-,false,Lyncis Sector LC-V b2-3 6 h,1296.1882,Icy body,51,2331.9778
Hiraja,200.32,1,1,Hiraja 4,60,Class I gas giant,1697.0603,false,true,1,0.0055,1687.7846115,1687.7590835646945,Hiraja,M (Red dwarf) Star,6,0,0.4523,Va,1960,2639,0.4523,0,,-,false,Hiraja 4 h,1685.9091,Icy body,38,947.1796
38 Leonis Minoris,170.68,3,1,38 Leonis Minoris B 5,60,Class I gas giant,375620.2812,false,true,3,0.0061,3669.483168,3669.414896630559,38 Leonis Minoris B,M (Red dwarf) Star,3,373154.0625,0.5886,Va,2008,3269,0.5886,0,,-,false,38 Leonis Minoris B 5 h,375628.1562,Icy body,53,897.0471
Col 285 Sector WP-K b23-8,232.08,1,1,Col 285 Sector WP-K b23-8 5,60,Class I gas giant,1312,false,false,0,0.0045,1315.9260855,1315.9127616809321,Col 285 Sector WP-K b23-8,M (Red dwarf) Star,5,0,0.4894,Va,838,2971,0.4894,0,,-,false,Col 285 Sector WP-K b23-8 5 h,1311.4443,Icy body,49,2296.6821
Col 285 Sector BR-Z b15-2,138.26,1,1,Col 285 Sector BR-Z b15-2 5,60,Class I gas giant,1711,false,false,0,0.0079,1723.064265,1723.0104959406658,Col 285 Sector BR-Z b15-2,M (Red dwarf) Star,3,0,0.5695,,2346,3358,0.5695,0,,-,false,Col 285 Sector BR-Z b15-2 5 h,1723,Icy body,52,1014.9613
Scorpii Sector OY-R b4-3,159.92,1,1,Scorpii Sector OY-R b4-3 4,60,Class I gas giant,1037.1476,false,true,1,0,1037.1818925,1037.1818925,Scorpii Sector OY-R b4-3,M (Red dwarf) Star,6,0,0.4684,Va,3804,2754,0.4684,0,,-,false,Scorpii Sector OY-R b4-3 4 h,1037.5657,Icy body,50,977.0627
Bidiae,151.05,1,1,Bidiae 13,60,Class I gas giant,2400.9453,false,true,1,0.0003,2401.4615625,2401.461454434227,Bidiae,M (Red dwarf) Star,4,0,0.5798,Va,12845,3233,0.5798,0,,-,false,Bidiae 13 g,2417.5957,Icy body,43,1044.2267
Col 285 Sector LF-B b28-2,248.11,1,1,Col 285 Sector LF-B b28-2 4,60,Class I gas giant,1503.6466,false,false,0,0.0022,1504.99908,1504.9954378978193,Col 285 Sector LF-B b28-2,M (Red dwarf) Star,4,0,0.5437,,1800,3239,0.5437,0,,-,false,Col 285 Sector LF-B b28-2 4 h,1516.0449,Icy body,52,727.8841
LHS 3097,103.69,2,1,LHS 3097 AB 6,60,Class I gas giant,2495.4102,true,false,1,0.0033,2421.7211655,2421.7079791923543,LHS 3097 B,M (Red dwarf) Star,6,279.8684,0.4402,Va,9608,2619,0.4402,0,,-,false,LHS 3097 AB 6 h,2488.2927,Icy body,43,1102.9398
Col 285 Sector SQ-A b15-2,189.33,2,1,Col 285 Sector SQ-A b15-2 A 6,60,Class I gas giant,1221.9061,false,true,2,0.0001,1221.9135435,1221.9135373904323,Col 285 Sector SQ-A b15-2 A,M (Red dwarf) Star,6,0,0.4676,Va,12947,2742,0.4676,0,,-,false,Col 285 Sector SQ-A b15-2 A 6 h,1223.7198,Icy body,50,848.9839
Wakos,139.86,2,1,Wakos AB 6,60,Class I gas giant,4295.4575,true,false,0,0.0009,4266.5426505000005,4266.540922549877,Wakos B,M (Red dwarf) Star,5,256.5031,0.494,Va,2908,2931,0.494,0,,-,false,Wakos AB 6 h,4301.1938,Icy body,53,540.6241
Chnuphis,93.05,1,1,Chnuphis 7,60,Class I gas giant,1467.6654,false,true,1,0.0042,1470.9170385,1470.904064954507,Chnuphis,M (Red dwarf) Star,5,0,0.5237,Va,334,2995,0.5237,0,,-,false,Chnuphis 7 h,1465.1133,Icy body,49,1075.2605
Jormbuti,114.02,1,1,Jormbuti 2,60,Class I gas giant,738.2743,false,true,1,0.0005,738.5274,738.5273076840692,Jormbuti,M (Red dwarf) Star,6,0,0.4012,Va,12180,2651,0.4012,0,,-,false,Jormbuti 2 h,744.8137,Icy body,53,643.0589
KP Tauri,55.31,1,1,KP Tauri 6,60,Class I gas giant,3475.5359,false,true,1,0.0123,3484.3024124999997,3484.038832474374,KP Tauri,M (Red dwarf) Star,5,0,0.5225,V,7938,2938,0.5225,0,,-,false,KP Tauri 6 g,3475.9197,Icy body,32,2318.7222
Holvandalla,149.43,1,1,Holvandalla 8,60,Class I gas giant,1554.1249,false,true,1,0.0001,1554.101172,1554.101164229494,Holvandalla,M (Red dwarf) Star,5,0,0.5466,Va,11858,2990,0.5466,0,,-,false,Holvandalla 8 h,1555.0632,Icy body,48,1450.5551
Chana,119.70,1,1,Chana 6,60,Class I gas giant,1891.0736,false,true,1,0.0008,1889.9814375,1889.9808327058433,Chana,M (Red dwarf) Star,9,0,0.3519,Va,744,2277,0.3519,1,2277,-Va-,false,Chana 6 g a,1882.7889,Icy body,28,619.6186
Nogatas,108.22,1,1,Nogatas 11,60,Class I gas giant,1713.235,false,true,1,0.0007,1712.3356575,1712.3352379777125,Nogatas,M (Red dwarf) Star,2,0,0.5443,Va,4058,3404,0.5443,0,,-,false,Nogatas 11 h,1717.899,Icy body,52,933.702
Shui Wei Sector FC-U b3-3,88.06,4,3,Shui Wei Sector FC-U b3-3 BCD 1,60,Class I gas giant,80136.1094,true,false,2,0.0001,2263.2371774999997,2263.2371661838138,Shui Wei Sector FC-U b3-3 D,M (Red giant) Star,9,80355.8203,0.462,IVb,10096,2313,0.5152,1,2313,-IVb-,false,Shui Wei Sector FC-U b3-3 BCD 1 h,80126.2969,Icy body,46,1311.541
Arietis Sector HG-X b1-0,195.13,1,1,Arietis Sector HG-X b1-0 12,60,Class I gas giant,1885.634,false,true,1,0.0024,1887.336711,1887.331275462445,Arietis Sector HG-X b1-0,M (Red dwarf) Star,3,0,0.5825,Vz,216,3306,0.5825,0,,-,false,Arietis Sector HG-X b1-0 12 g,1878.5149,Icy body,50,979.8443
Cephei Sector BQ-Y b5,163.27,1,1,Cephei Sector BQ-Y b5 2,60,Class I gas giant,1725.3491,false,true,1,0.0077,1729.3018275,1729.2505615874236,Cephei Sector BQ-Y b5,M (Red dwarf) Star,2,0,0.5327,Va,3570,3444,0.5327,0,,-,false,Cephei Sector BQ-Y b5 2 h,1725.3315,Icy body,52,681.8784
Col 285 Sector JD-Q b19-1,189.25,1,1,Col 285 Sector JD-Q b19-1 A 7,60,Class I gas giant,1835.8762,false,false,0,0.002,1835.3902905,1835.3866197157483,Col 285 Sector JD-Q b19-1 A,M (Red dwarf) Star,5,0,0.5329,Va,3754,2930,0.5329,0,,-,false,Col 285 Sector JD-Q b19-1 A 7 h,1839.0996,Icy body,46,3234.8374
Col 285 Sector GU-A b16-1,236.15,3,1,Col 285 Sector GU-A b16-1 A 13,60,Class I gas giant,1406.3348,false,true,3,0.0251,1.197612,1.1972346867948038,Col 285 Sector GU-A b16-1 A,M (Red dwarf) Star,5,0,0.5146,Vz,230,3001,0.5146,0,,-,false,Col 285 Sector GU-A b16-1 A 13 h,1409.1194,Icy body,0,642.1934
Lyncis Sector GR-W c1-16,186.76,2,1,Lyncis Sector GR-W c1-16 B 10,59,Class I gas giant,427329.3438,false,false,0,0.0008,1739.132226,1739.1316694775985,Lyncis Sector GR-W c1-16 B,M (Red dwarf) Star,5,425626.9062,0.6114,Va,2486,3008,0.6114,0,,-,false,Lyncis Sector GR-W c1-16 B 10 h,427336.75,Icy body,53,443.9382
Hyades Sector ZK-L a9-2,182.09,1,1,Hyades Sector ZK-L a9-2 11,59,Class I gas giant,758.7708,false,true,1,0.0022,757.9885949999999,757.9867606653805,Hyades Sector ZK-L a9-2,T Tauri Star,9,0,0.3604,VI,206,1474,0.3604,1,1474,-VI-,true,Hyades Sector ZK-L a9-2 11 g,765.3781,Icy body,30,1209.3196
Col 285 Sector XG-X b17-1,233.82,1,1,Col 285 Sector XG-X b17-1 3,59,Class I gas giant,884.1789,false,true,1,0.0004,884.3366609999999,884.3365902530643,Col 285 Sector XG-X b17-1,M (Red dwarf) Star,6,0,0.4635,Va,8058,2622,0.4635,0,,-,false,Col 285 Sector XG-X b17-1 3 h,876.5951,Icy body,51,688.4194
Canto,192.17,1,1,Canto 2,59,Class I gas giant,760.7868,false,true,1,0,760.783023,760.783023,Canto,M (Red dwarf) Star,6,0,0.4155,Va,9042,2621,0.4155,0,,-,false,Canto 2 h,755.0331,Icy body,52,776.4027
Mbolgargl,158.32,1,1,Mbolgargl 6,59,Class I gas giant,1772.2415,false,true,1,0.0005,1772.665362,1772.6651404168158,Mbolgargl,M (Red dwarf) Star,1,0,0.5226,Va,2600,3608,0.5226,0,,-,false,Mbolgargl 6 h,1775.2485,Icy body,53,493.3823
Turbo,141.10,2,1,Turbo A 9,59,Class I gas giant,1262.7567,false,true,2,0.0004,1263.2311574999999,1263.2310564415034,Turbo A,M (Red dwarf) Star,9,0,0.3918,Va,262,2268,0.3918,1,2268,-Va-,false,Turbo A 9 h,1254.3594,Icy body,37,993.6002
Dzacara,181.17,1,1,Dzacara 4,59,Class I gas giant,879.9082,false,true,1,0.001,880.5941234999999,880.5936832028282,Dzacara,M (Red dwarf) Star,7,0,0.4794,Va,1082,2516,0.4794,0,,-,false,Dzacara 4 h,876.3556,Icy body,50,1317.9406
Col 285 Sector GG-N c7-15,196.32,1,1,Col 285 Sector GG-N c7-15 9,59,Class I gas giant,2378.6328,false,false,0,0.0006,2378.657034,2378.656605841695,Col 285 Sector GG-N c7-15,M (Red dwarf) Star,2,0,0.6758,Va,2556,3551,0.6758,0,,-,false,Col 285 Sector GG-N c7-15 9 h,2391.7019,Icy body,51,1002.6219
HIP 19786,140.06,4,2,HIP 19786 BCD 2,59,Class I gas giant,54044.8867,true,false,2,0.0001,4720.7370015,4720.736977896315,HIP 19786 C,M (Red dwarf) Star,9,57107.3438,0.3814,Va,888,2353,0.6057,1,2353,-Va-,false,HIP 19786 BCD 2 h,54056.1094,Icy body,52,678.6406
Pirawilotri,134.36,1,1,Pirawilotri 10,59,Class I gas giant,2892.2256,false,true,1,0.0003,2891.833776,2891.833645867477,Pirawilotri,M (Red dwarf) Star,5,0,0.536,Va,768,3055,0.536,0,,-,false,Pirawilotri 10 h,2901.7461,Icy body,36,1431.1636
LHS 2412,83.17,2,2,LHS 2412 A 7,59,Class I gas giant,2581.5151,false,true,2,0.0016,2581.5025665000003,2581.4992621746005,LHS 2412 A,M (Red dwarf) Star,3,0,0.5875,V,3670,3353,0.5875,0,,-,false,LHS 2412 A 7 h,2604.8506,Icy body,29,3959.8574
Col 285 Sector RV-H b25-6,220.20,1,1,Col 285 Sector RV-H b25-6 5,59,Class I gas giant,2417.3423,false,false,0,0.0004,2416.581414,2416.5812206734795,Col 285 Sector RV-H b25-6,M (Red dwarf) Star,3,0,0.5387,Va,1936,3308,0.5387,0,,-,false,Col 285 Sector RV-H b25-6 5 h,2412.6697,Icy body,43,847.6398
Ngadji,206.99,3,1,Ngadji AB 1,59,Class I gas giant,1650.1743,true,false,2,0.0032,1637.8841115,1637.875725511881,Ngadji A,M (Red dwarf) Star,5,0,0.5386,Va,526,2855,0.5386,0,,-,false,Ngadji AB 1 h,1648.4503,Icy body,47,1266.8051
BV Phoenicis,116.55,1,1,BV Phoenicis 3,59,Class I gas giant,1132.3225,false,true,1,0.0009,1132.7912505,1132.7907917194505,BV Phoenicis,M (Red dwarf) Star,2,0,0.5659,V,3482,3409,0.5659,0,,-,false,BV Phoenicis 3 h,1142.0337,Icy body,47,792.9328
Col 285 Sector HC-T b17-1,224.45,1,1,Col 285 Sector HC-T b17-1 5,59,Class I gas giant,1435.7443,false,false,0,0.0092,1427.852907,1427.7924789862918,Col 285 Sector HC-T b17-1,M (Red dwarf) Star,6,0,0.4369,Va,272,2706,0.4369,0,,-,false,Col 285 Sector HC-T b17-1 5 h,1437.3152,Icy body,42,1001.8696
Col 285 Sector AW-Q b20-4,242.96,1,1,Col 285 Sector AW-Q b20-4 8,59,Class I gas giant,1353.3309,false,false,0,0,1353.30156,1353.30156,Col 285 Sector AW-Q b20-4,M (Red dwarf) Star,6,0,0.4714,,298,2758,0.4714,0,,-,false,Col 285 Sector AW-Q b20-4 8 h,1342.9562,Icy body,44,2208.9136
Chatkwa,168.61,2,1,Chatkwa B 9,58,Class I gas giant,218666.8594,false,true,2,0.0059,1623.9618719999999,1623.9336066976368,Chatkwa B,M (Red dwarf) Star,5,219050.9688,0.5041,Va,262,2939,0.5041,0,,-,false,Chatkwa B 9 h,218666.3281,Icy body,52,546.9401
Dhakya,167.41,1,1,Dhakya 7,58,Class I gas giant,896.1163,false,true,1,0.0001,896.0632785,896.0632740196836,Dhakya,M (Red dwarf) Star,9,0,0.3973,Va,12148,2240,0.3973,1,2240,-Va-,false,Dhakya 7 h,887.0514,Icy body,41,980.0161
Wadjarata,115.66,1,1,Wadjarata 13,58,Class I gas giant,1040.0137,false,true,1,0.0019,1040.225823,1040.223945390695,Wadjarata,M (Red dwarf) Star,9,0,0.3954,Va,308,2307,0.3954,1,2307,-Va-,false,Wadjarata 13 h,1038.8716,Icy body,39,1192.2372
Ngandowa,122.26,2,1,Ngandowa A 6,58,Class I gas giant,1792.4128,false,true,2,0.0003,1792.6754624999999,1792.6753818296022,Ngandowa A,M (Red dwarf) Star,5,0,0.5505,Va,546,2844,0.5505,0,,-,false,Ngandowa A 6 h,1803.6614,Icy body,44,1036.1952
Prom,161.93,1,1,Prom 5,58,Class I gas giant,4111.1606,false,true,1,0.0143,4094.0865225,4093.667901221446,Prom,M (Red dwarf) Star,2,0,0.6796,Va,2360,3480,0.6796,0,,-,false,Prom 5 h,4139.3115,Icy body,39,3234.5754
Col 285 Sector EA-W b16-1,209.52,1,1,Col 285 Sector EA-W b16-1 8,58,Class I gas giant,1566,false,false,0,0.0009,1565.5283865000001,1565.5277524608753,Col 285 Sector EA-W b16-1,M (Red dwarf) Star,5,0,0.5693,Va,6356,3095,0.5693,0,,-,false,Col 285 Sector EA-W b16-1 8 h,1573,Icy body,50,1043.5697
Arietis Sector DL-X b1-1,192.36,1,1,Arietis Sector DL-X b1-1 7,58,Class I gas giant,1837.5767,false,true,1,0.0002,1837.8853155,1837.8852787422932,Arietis Sector DL-X b1-1,M (Red dwarf) Star,4,0,0.6116,Va,12897,3167,0.6116,0,,-,false,Arietis Sector DL-X b1-1 7 h,1836.7141,Icy body,49,888.0957
Estae,110.75,1,1,Estae 8,58,Class I gas giant,1935.7495,false,true,1,0.0007,1934.442783,1934.4423090614598,Estae,M (Red dwarf) Star,5,0,0.4961,Va,6434,2889,0.4961,0,,-,false,Estae 8 g,1917.8091,Icy body,40,1142.9609
Pliny,38.73,2,1,Pliny A 7,58,Class I gas giant,2724.7097,false,true,2,0.0002,2724.9166035,2724.916549001667,Gliese 414 B,M (Red dwarf) Star,6,346368.9062,0.4696,V,11444,2751,0.4696,0,,-,false,Pliny A 7 g a,2723.4075,Icy body,48,546.7541
Col 285 Sector WV-C c13-15,203.18,2,1,Col 285 Sector WV-C c13-15 AB 2,58,Class I gas giant,2701.9365,true,false,1,0.0022,2737.5414299999998,2737.534805141723,Col 285 Sector WV-C c13-15 A,M (Red dwarf) Star,2,0,0.6095,Va,3698,3411,0.6095,0,,-,false,Col 285 Sector WV-C c13-15 AB 2 g,2615.0186,Icy body,44,1049.4205
G 130-9,62.59,1,1,G 130-9 3,58,Class I gas giant,1748.9333,false,true,1,0.0045,1751.2580475,1751.2403159225025,G 130-9,M (Red dwarf) Star,1,0,0.6101,V,11702,3631,0.6101,0,,-,false,G 130-9 3 h,1738.4349,Icy body,49,635.8221
LHS 2936,63.97,1,1,LHS 2936 8,58,Class I gas giant,1582.4111,false,true,1,0.0099,1580.8977405,1580.8202667078785,LHS 2936,M (Red dwarf) Star,4,0,0.5509,V,7434,3128,0.5509,0,,-,false,LHS 2936 8 h,1574.7826,Icy body,50,844.7676
