System name,Distance from Sol (ly),Counting moons of moons,System stars count,System suitable stars count,Gas Body Name,Gas Body Surface Temperature (K),Gas Sub Type,Gas distance from arrival (ls),Gas has multiple stars ?,Gas star as orbit center ?,Gas orbit centers count,Gas orbital eccentricity,Gas semi major axis (ls),Gas semi minor axis (ls),Ref Star Name,Ref Star Sub Type,Ref Star Temp Class,Ref Star Distance from arrival (ls),Ref Star Radius,Ref Star Luminosity,Ref Star Age,Ref Star Temperature,Moon Star Diistance,Biggest Suitable Star Radius,8th Moon Name,8th Moon Distance from arrival (ls),8th Moon Sub Type,8th Moon Surface Temperature (K),8th Moon Radius,Star Types,Is populated,Has M or TT Star ?,Coldest M or TT Star temp.,Coldest M or TT Star lum.,Has Toroid Station
LFT 133,60.42,false,1,1,LFT 133 6,150,Class II gas giant,2465,false,true,2,0.0218,11.0280105,11.025389712732252,LFT 133,White Dwarf (DC) Star,0,0,0.0113,VII,12948,4819,2458,0.0113,LFT 133 6 h,2458,Icy body,21,1516.1233,-White Dwarf (DC) Star-,1,false,,,false
V2213 Ophiuchii,67.40,true,3,3,V2213 Ophiuchii ABC 3,148,Class I gas giant,4500,true,false,2,0.0155,4.9401495,4.939556028893813,V2213 Ophiuchii C,K (Yellow-Orange) Star,0,1884,0.7755,Va,744,4726,2630,1.1079,V2213 Ophiuchii ABC 3 f,4514,Icy body,91,1230.6556,-K (Yellow-Orange) Star-F (White) Star-M (Red dwarf) Star-,1,true,3429,Va,false
Varayah,56.22,true,4,4,Varayah BCD 1,146,Class I gas giant,51032,true,false,2,0,840.3244199999999,840.3244199999999,Varayah B,M (Red dwarf) Star,3,50289,0.5487,Va,1244,3305,743,0.9966,Varayah BCD 1 f a,51032,Icy body,101,608.4262,-T (Brown dwarf) Star-L (Brown dwarf) Star-F (White) Star-M (Red dwarf) Star-,1,true,3305,Va,false
Sheela Na Gig,72.94,false,1,1,Sheela Na Gig 5,145,Class I gas giant,820,false,true,1,0,819.765414,819.765414,Sheela Na Gig,K (Yellow-Orange) Star,0,0,0.7112,V,6778,4094,815,0.7112,Sheela Na Gig 5 h,815,Icy body,94,1877.1949,-K (Yellow-Orange) Star-,1,false,,,false
LHS 417,26.27,true,1,1,LHS 417 9,144,Helium-rich gas giant,3775,false,true,2,0.0786,14.2216425,14.177644070334225,LHS 417,M (Red dwarf) Star,2,0,0.6145,V,836,3477,3779,0.6145,LHS 417 9 e a,3779,Icy body,32,611.2379,-M (Red dwarf) Star-,1,true,3477,V,false
Vetr,60.42,true,1,1,Vetr 2,143,Class I gas giant,4371,false,true,1,0.0002,4371.3836009999995,4371.383513572327,Vetr,K (Yellow-Orange) Star,0,0,0.809,V,6956,4655,4360,0.809,Vetr 2 g,4360,Icy body,60,1959.3994,-K (Yellow-Orange) Star-,1,false,,,false
Umbrigua,51.20,false,3,3,Umbrigua C 1,139,Class I gas giant,96013,false,true,2,0.0027,765.1243665000001,765.1215776166014,Umbrigua C,M (Red dwarf) Star,3,96431,0.5965,Va,3654,3388,419,0.7972,Umbrigua C 1 h,96012,Icy body,95,1416.9374,-K (Yellow-Orange) Star-L (Brown dwarf) Star-M (Red dwarf) Star-,1,true,3388,Va,false
NLTT 18945,60.40,false,1,1,NLTT 18945 8,139,Class I gas giant,674,false,true,1,0.0029,673.6068495000001,673.6040169772425,NLTT 18945,M (Red dwarf) Star,3,0,0.5475,V,5316,3292,675,0.5475,NLTT 18945 8 h,675,Icy body,85,1654.2791,-M (Red dwarf) Star-,1,true,3292,V,false
Temba,72.75,false,1,1,Temba 5,138,Class I gas giant,1083,false,true,1,0.0018,1084.337865,1084.336108371236,Temba,K (Yellow-Orange) Star,1,0,0.6326,Va,978,3704,1081,0.6326,Temba 5 h,1081,Icy body,82,1592.2458,-K (Yellow-Orange) Star-,1,false,,,false
Nornari,45.69,false,1,1,Nornari 4,136,Class I gas giant,1064,false,true,1,0.0001,1064.477466,1064.4774606776125,Nornari,M (Red dwarf) Star,3,0,0.5351,Va,1000,3354,1073,0.5351,Nornari 4 h,1073,Icy body,123,1592.3416,-M (Red dwarf) Star-,1,true,3354,Va,false
LTT 4527,71.75,true,1,1,LTT 4527 1,134,Class I gas giant,1770,false,true,1,0.0011,1771.3180485,1771.3169768522564,LTT 4527,K (Yellow-Orange) Star,1,0,0.6372,V,11160,3709,1781,0.6372,LTT 4527 1 f,1781,Icy body,57,1609.552,-K (Yellow-Orange) Star-,1,false,,,false
Lopu Maris,32.11,true,1,1,Lopu Maris 2,134,Class I gas giant,5801,false,true,1,0.0274,5669.395407,5667.266829764447,Lopu Maris,K (Yellow-Orange) Star,0,0,0.6905,Vab,2080,4469,5803,0.6905,Lopu Maris 2 e a,5803,Icy body,48,817.7926,-K (Yellow-Orange) Star-,1,false,,,false
LHS 287,33.90,true,2,2,LHS 287 A 2,133,Class I gas giant,771,false,true,2,0,771.1124265,771.1124265,LHS 287 A,M (Red dwarf) Star,5,0,0.532,V,8068,3050,781,0.5435,LHS 287 A 2 f,781,Icy body,76,1560.1511,-M (Red dwarf) Star-M (Red dwarf) Star-,1,true,3014,Va,false
LHS 1065,62.72,true,2,2,LHS 1065 A 6,133,Class I gas giant,88753,false,true,2,0,1705.7487915,1705.7487915,LHS 1065,M (Red dwarf) Star,5,87640,0.5082,V,2290,2912,1122,0.5264,LHS 1065 A 6 f,88762,Icy body,47,2218.5527,-M (Red dwarf) Star-M (Red dwarf) Star-,1,true,2912,V,false
LHS 1197,42.92,true,2,2,LHS 1197 A 2,132,Gas giant with ammonia-based life,578,false,true,2,0.0005,578.147193,578.1471207315964,LHS 1197 A,M (Red dwarf) Star,5,0,0.5138,V,7702,2980,578,0.5138,LHS 1197 A 2 f,578,Icy body,81,1715.9163,-L (Brown dwarf) Star-M (Red dwarf) Star-,1,true,2980,V,false
LP 816-60,18.65,false,1,1,LP 816-60 4,132,Gas giant with ammonia-based life,716,false,true,1,0,716.4214785,716.4214785,LP 816-60,M (Red dwarf) Star,5,0,0.5259,V,8414,2952,711,0.5259,LP 816-60 4 h,711,Icy body,37,1281.8347,-M (Red dwarf) Star-,1,true,2952,V,false
Horae,58.26,false,1,1,Horae 2,131,Class I gas giant,4550,false,true,1,0.0058,4523.7298275,4523.653737724381,Horae,M (Red dwarf) Star,5,0,0.4972,V,8592,2854,4541,0.4972,Horae 2 h,4541,Icy body,34,1205.6028,-M (Red dwarf) Star-,1,true,2854,V,false
LP 71-157,60.08,true,1,1,LP 71-157 2,131,Class I gas giant,1855,false,true,1,0.0003,1855.30059,1855.3005065114714,LP 71-157,M (Red dwarf) Star,6,0,0.4866,V,9268,2710,1845,0.4866,LP 71-157 2 f a,1845,Icy body,43,917.6969,-M (Red dwarf) Star-,1,true,2710,V,false
LP 861-12,66.52,false,1,1,LP 861-12 9,130,Class I gas giant,2836,false,true,1,0.0158,2877.26283,2876.9036676368373,LP 861-12,M (Red dwarf) Star,2,0,0.5888,V,1604,3467,2842,0.5888,LP 861-12 9 h,2842,Icy body,46,1377.9111,-M (Red dwarf) Star-,1,true,3467,V,false
Lalande 4268,79.46,false,2,2,Lalande 4268 B 4,130,Class I gas giant,20777,false,true,2,0.0017,2732.3018775,2732.297929320934,Lalande 4268 B,K (Yellow-Orange) Star,0,20647,0.7578,Vab,3816,4926,128,1.2025,Lalande 4268 B 4 h,20775,Icy body,113,665.7123,-G (White-Yellow) Star-K (Yellow-Orange) Star-,1,false,,,false
Chaac,63.93,false,1,1,Chaac 2,129,Class I gas giant,622,false,true,1,0.0008,622.1095335,622.1093344249174,Chaac,M (Red dwarf) Star,6,0,0.4764,V,10212,2756,633,0.4764,Chaac 2 h,633,Icy body,123,1605.9816,-M (Red dwarf) Star-,1,true,2756,V,false
LHS 1442,68.40,true,1,1,LHS 1442 5,127,Class I gas giant,1855,false,true,1,0.001,1856.198799,1856.1978709003686,LHS 1442,White Dwarf (DA) Star,0,0,0.007,VII,12334,4700,1863,0.007,LHS 1442 5 f,1863,Icy body,20,1515.5216,-White Dwarf (DA) Star-,1,false,,,false
Wolf 1182,74.70,true,2,2,Wolf 1182 A 4,126,Class I gas giant,2101,false,true,2,0.0014,2100.3619455000003,2100.3598871442846,Wolf 1182 A,G (White-Yellow) Star,0,0,0.93,V,9566,5389,2092,0.93,Wolf 1182 A 4 f,2092,Icy body,96,1494.5918,-G (White-Yellow) Star-M (Red dwarf) Star-,1,true,3096,Va,false
LFT 300,67.97,true,1,1,LFT 300 6,126,Class I gas giant,1561,false,true,2,0.1101,2.4451245,2.430259402109537,LFT 300,M (Red dwarf) Star,3,0,0.5904,V,2896,3323,1550,0.5904,LFT 300 6 g,1550,Icy body,60,1561.0431,-M (Red dwarf) Star-,1,true,3323,V,false
BD+33 256,79.97,false,1,1,BD+33 256 4,125,Gas giant with ammonia-based life,2146,false,true,1,0.199,2515.98321,2465.6622621347624,BD+33 256,F (White) Star,0,0,1.0778,V,8456,6127,2150,1.0778,BD+33 256 4 h,2150,Icy body,108,555.159,-F (White) Star-,1,false,,,false
Okinura,32.50,false,1,1,Okinura 10,125,Class I gas giant,1862,false,true,1,0.0551,1955.0017890000001,1952.0318305898809,Okinura,K (Yellow-Orange) Star,0,0,0.8914,Vab,12865,5077,1857,0.8914,Okinura 10 h,1857,Icy body,94,1441.7166,-K (Yellow-Orange) Star-,1,false,,,false
LP 790-29,47.27,true,1,1,LP 790-29 5,124,Class I gas giant,1771,false,true,1,0.0003,1771.367949,1771.3678692884403,LP 790-29,White Dwarf (DQ) Star,0,0,0.0099,O,5764,23682,1770,0.0099,LP 790-29 5 e a,1770,Icy body,53,699.8541,-White Dwarf (DQ) Star-,1,false,,,false
LHS 351,62.96,false,1,1,LHS 351 5,123,Gas giant with ammonia-based life,1260,false,true,2,0.1016,3.1437315,3.12746373132783,LHS 351,M (Red dwarf) Star,5,0,0.5371,V,7030,3079,1258,0.5371,LHS 351 5 h,1258,Icy body,60,1262.704,-M (Red dwarf) Star-,1,true,3079,V,false
Shinrarta Dezhra,64.43,false,2,2,Shinrarta Dezhra AB 2,123,Class I gas giant,3497,true,false,1,0.0074,3765.292128,3765.189032890144,LTT 4550,M (Red dwarf) Star,3,1520,0.5645,V,4570,3295,1974,0.7666,Shinrarta Dezhra AB 2 h,3494,Icy body,54,1937.2786,-K (Yellow-Orange) Star-M (Red dwarf) Star-,1,true,3295,V,false
LP 499-54,75.84,false,1,1,LP 499-54 7,123,Class I gas giant,973,false,true,1,0.0005,972.6106455,972.6105239236617,LP 499-54,M (Red dwarf) Star,6,0,0.4687,V,9016,2766,983,0.4687,LP 499-54 7 h,983,Icy body,57,2254.3799,-M (Red dwarf) Star-,1,true,2766,V,false
Frigaha,73.52,false,1,1,Frigaha 9,122,Gas giant with ammonia-based life,2259,false,true,1,0.005,2247.618321,2247.5902255953897,Frigaha,G (White-Yellow) Star,0,0,1.0254,Va,514,5396,2238,1.0254,Frigaha 9 h,2238,Icy body,99,920.8267,-G (White-Yellow) Star-,1,false,,,false
LHS 302,56.52,true,2,2,LHS 302 B 3,120,Class I gas giant,9795,false,true,2,0.0007,901.602234,901.6020131074256,LHS 302 B,M (Red dwarf) Star,5,9804,0.5094,Va,1822,3020,23,0.5898,LHS 302 B 3 f a,9781,Icy body,85,662.815,-M (Red dwarf) Star-M (Red dwarf) Star-,1,true,3020,Va,false
LP 798-44,67.92,false,3,3,LP 798-44 AB 1,120,Gas giant with ammonia-based life,1085,true,false,2,0.0002,1060.5353265,1060.5353052892933,LP 798-44 B,M (Red dwarf) Star,8,296,0.4241,Va,7206,2412,782,0.5509,LP 798-44 AB 1 h,1078,Icy body,75,1334.0955,-M (Red dwarf) Star-M (Red dwarf) Star-M (Red dwarf) Star-,1,true,2176,Va,false
Xib Cail,73.82,true,1,1,Xib Cail 7,119,Class I gas giant,1465,false,true,1,0,1465.4279835,1465.4279835,Xib Cail,M (Red dwarf) Star,7,0,0.5009,Va,614,2566,1470,0.5009,Xib Cail 7 f,1470,Icy body,46,2129.7749,-M (Red dwarf) Star-,1,true,2566,Va,false
LTT 9665,72.11,true,2,2,LTT 9665 A 2,118,Class I gas giant,1518,false,true,2,0.0004,1517.9732099999999,1517.9730885621384,LTT 9665 A,K (Yellow-Orange) Star,0,0,0.6779,V,10686,3929,1514,0.6779,LTT 9665 A 2 f a,1514,Icy body,56,570.4909,-K (Yellow-Orange) Star-M (Red dwarf) Star-,1,true,2171,Va,false
Lacaille 8760,12.88,false,1,1,Lacaille 8760 7,118,Gas giant with ammonia-based life,1488,false,true,1,0.0003,1487.833308,1487.8332410474993,Lacaille 8760,M (Red dwarf) Star,2,0,0.6137,V,5416,3420,1474,0.6137,Lacaille 8760 7 h,1474,Icy body,55,1741.511,-M (Red dwarf) Star-,1,true,3420,V,false
BD-10 5238,72.42,false,1,1,BD-10 5238 3,118,Class I gas giant,3146,false,true,1,0.0112,3166.885332,3166.6866987226417,BD-10 5238,F (White) Star,0,0,1.1429,V,4504,6592,3128,1.1429,BD-10 5238 3 h,3128,Icy body,99,1455.0186,-F (White) Star-,1,false,,,false
LTT 149,75.84,false,2,2,LTT 149 5,116,Gas giant with ammonia-based life,3470,false,true,3,0.0366,0.9481094999999999,0.9474742624130841,LTT 149 4,Y (Brown dwarf) Star,9,3346,0.0728,V,6800,396,130,1.0633,LTT 149 5 h,3476,Rocky body,109,548.0009,-Y (Brown dwarf) Star-G (White-Yellow) Star-,1,false,,,false
Boann,77.20,false,1,1,Boann 1,115,Class I gas giant,1965,false,true,1,0.0005,1965.381093,1965.3808473273482,Boann,G (White-Yellow) Star,0,0,0.9479,V,6598,5336,1972,0.9479,Boann 1 h,1972,Icy body,95,849.2504,-G (White-Yellow) Star-,1,false,,,false
LHS 71,21.39,true,2,2,LHS 71 A 3,114,Class I gas giant,2732,false,true,2,0.0041,2742.132276,2742.109228281362,LHS 71 A,K (Yellow-Orange) Star,0,0,0.8244,V,4814,4608,2713,0.8244,LHS 71 A 3 f,2713,Icy body,121,1616.9543,-M (Red dwarf) Star-K (Yellow-Orange) Star-,1,true,2998,Va,false
Arro Naga,59.76,false,2,2,Arro Naga B 6,113,Gas giant with ammonia-based life,37453,false,true,2,0.0051,1889.3826315000001,1889.3580599190998,Arro Naga B,K (Yellow-Orange) Star,0,36165,0.6804,Vab,3470,4639,1302,0.8413,Arro Naga B 6 h,37467,Icy body,96,1211.8916,-K (Yellow-Orange) Star-K (Yellow-Orange) Star-,1,false,,,false
CPO 24,78.21,true,1,1,CPO 24 4,112,Class I gas giant,2660,false,true,2,0.1116,0.698607,0.6942429479400374,CPO 24,M (Red dwarf) Star,3,0,0.5471,V,5342,3279,2666,0.5471,CPO 24 4 f,2666,Icy body,35,1833.9792,-M (Red dwarf) Star-,1,true,3279,V,false
LP 336-4,40.26,true,1,1,LP 336-4 5,111,Class I gas giant,3831,false,true,1,0.0032,3822.5280015000003,3822.50843010653,LP 336-4,M (Red dwarf) Star,3,0,0.5638,V,4072,3299,3832,0.5638,LP 336-4 5 e a,3832,Icy body,39,642.0852,-M (Red dwarf) Star-,1,true,3299,V,false
Ao,55.51,false,3,3,Ao AB 7,110,Class I gas giant,2551,true,false,2,0.0228,2581.3029645,2580.631945016439,Ao B,M (Red dwarf) Star,7,76,0.4359,Va,10618,2546,2472,0.7788,Ao AB 7 h,2548,Icy body,75,1141.4354,-K (Yellow-Orange) Star-M (Red dwarf) Star-M (Red dwarf) Star-,1,true,2546,Va,false
LHS 266,67.53,false,2,2,LHS 266 B 11,109,Gas giant with ammonia-based life,153914,false,true,2,0.0001,918.1692,918.169195409154,LHS 266 B,M (Red dwarf) Star,9,154559,0.3904,Va,1652,2293,544,0.5799,LHS 266 B 11 h,154015,Icy body,50,1538.0641,-M (Red dwarf) Star-M (Red dwarf) Star-,1,true,2293,Va,false
LFT 568,54.14,true,1,1,LFT 568 3,109,Class I gas giant,1829,false,true,1,0.0001,1829.152728,1829.1527188542361,LFT 568,M (Red dwarf) Star,6,0,0.4683,V,9076,2739,1805,0.4683,LFT 568 3 g,1805,Icy body,33,2195.4236,-M (Red dwarf) Star-,1,true,2739,V,false
LAWD 96,25.46,false,1,1,LAWD 96 2,109,Class I gas giant,1444,false,true,1,0.012,1445.318082,1445.2140153515618,LAWD 96,White Dwarf (DA) Star,0,0,0.0038,VII,1298,27735,1440,0.0038,LAWD 96 2 h,1440,Icy body,44,1689.4696,-White Dwarf (DA) Star-,1,false,,,false
V397 Hydrae,74.79,false,2,2,V397 Hydrae A 2,108,Class I gas giant,1793,false,true,2,0.001,1793.5736715,1793.5727747129401,V397 Hydrae A,G (White-Yellow) Star,0,0,0.7973,V,7570,4643,1795,0.7973,V397 Hydrae A 2 h,1795,Icy body,84,1166.1549,-G (White-Yellow) Star-M (Red dwarf) Star-,1,true,3119,Va,false
Labe,71.84,false,1,1,Labe 8,107,Gas giant with ammonia-based life,3195,false,true,1,0.0048,3186.446328,3186.409619926862,Labe,F (White) Star,0,0,0.9613,VI,716,6317,3193,0.9613,Labe 8 h,3193,Icy body,94,892.0981,-F (White) Star-,1,false,,,false
LHS 5287,60.40,true,1,1,LHS 5287 4,106,Class I gas giant,3590,false,true,1,0.0201,3649.5728685,3648.835562055381,LHS 5287,M (Red dwarf) Star,2,0,0.5826,V,1714,3491,3591,0.5826,LHS 5287 4 f,3591,Icy body,40,1589.1237,-M (Red dwarf) Star-,1,true,3491,V,false
57 Zeta Serpentis,76.82,false,4,4,57 Zeta Serpentis CD 1,105,Class I gas giant,435867,true,false,2,0.0007,2992.133781,2992.1330479271337,57 Zeta Serpentis C,K (Yellow-Orange) Star,0,438260,0.808,Vab,2008,4926,2393,1.4124,57 Zeta Serpentis CD 1 h,435867,Icy body,84,1135.4133,-K (Yellow-Orange) Star-F (White) Star-F (White) Star-M (Red dwarf) Star-,1,true,2103,VI,false
LP 91-140,53.47,false,3,3,LP 91-140 A 1,105,Gas giant with ammonia-based life,982,false,true,2,0.0012,982.940049,982.9393412829099,LP 91-140 A,M (Red dwarf) Star,5,0,0.5043,V,8716,2837,979,0.5043,LP 91-140 A 1 h,979,Icy body,107,1553.3285,-M (Red dwarf) Star-L (Brown dwarf) Star-L (Brown dwarf) Star-,1,true,2837,V,false
G 139-3,42.36,false,1,1,G 139-3 2,105,Class I gas giant,2037,false,true,1,0.0019,2037.138012,2037.1343349625697,G 139-3,M (Red dwarf) Star,6,0,0.4945,V,9414,2787,2043,0.4945,G 139-3 2 h,2043,Icy body,42,1136.1609,-M (Red dwarf) Star-,1,true,2787,V,false
Narasimha,60.89,false,3,3,Narasimha A 4,105,Class I gas giant,3475,false,true,2,0.0007,3476.268432,3476.2675803141296,Narasimha A,F (White) Star,0,0,1.0079,Vb,2324,6000,3487,1.0079,Narasimha A 4 h,3487,Icy body,90,995.4683,-F (White) Star-M (Red dwarf) Star-M (Red dwarf) Star-,1,true,2778,Va,false
Geras,58.25,false,2,2,Geras A 7,104,Class I gas giant,1051221,false,true,2,0.0099,2315.882205,2315.7687124116237,Geras,K (Yellow-Orange giant) Star,0,1052929,0.8774,IV,7162,4943,1703,0.8774,Geras A 7 h,1051226,Icy body,117,1881.0248,-K (Yellow-Orange giant) Star-White Dwarf (DC) Star-,1,false,,,false
BD-07 4419,32.32,false,2,2,BD-07 4419 B 2,103,Gas giant with ammonia-based life,470777,false,true,2,0.0004,1245.217077,1245.21697738263,BD-07 4419 B,M (Red dwarf) Star,2,472024,0.6491,Va,5096,3517,1236,1.1849,BD-07 4419 B 2 h,470788,Icy body,113,947.3606,-F (White) Star-M (Red dwarf) Star-,1,true,3517,Va,false
LP 404-6,59.33,true,1,1,LP 404-6 6,100,Class I gas giant,1086,false,true,1,0.0001,1085.9845814999999,1085.9845760700769,LP 404-6,M (Red dwarf) Star,5,0,0.5267,V,7284,3026,1088,0.5267,LP 404-6 6 f,1088,Icy body,60,1128.3419,-M (Red dwarf) Star-,1,true,3026,V,false
LHS 28,44.44,false,1,1,LHS 28 4,100,Class I gas giant,617,false,true,1,0,616.969782,616.969782,LHS 28,M (Red dwarf) Star,3,0,0.6124,V,1708,3377,620,0.6124,LHS 28 4 h,620,Icy body,123,1490.2711,-M (Red dwarf) Star-,1,true,3377,V,false
Maljenni,74.51,false,2,2,Maljenni A 3,100,Class I gas giant,1280,false,true,2,0.0018,1282.6424519999998,1282.6403741175445,Maljenni A,M (Red dwarf) Star,1,0,0.6427,Va,11398,3604,1274,0.6427,Maljenni A 3 h,1274,Icy body,76,786.4076,-M (Red dwarf) Star-M (Red dwarf) Star-,1,true,2458,Va,false
MCC 858,79.96,false,2,2,MCC 858 A 4,100,Class I gas giant,1014,false,true,2,0.0002,1014.1278615000001,1014.1278412174427,MCC 858 A,M (Red dwarf) Star,5,0,0.5292,V,7826,3096,1019,0.5292,MCC 858 A 4 h,1019,Icy body,205,1484.1163,-M (Red dwarf) Star-M (Red dwarf) Star-,1,true,2389,Va,true
Ejagham,62.00,false,1,1,Ejagham 4,99,Class I gas giant,5693,false,true,1,0.0096,5658.517098,5658.256347524295,Ejagham,F (White) Star,0,0,1.1098,VI,1664,7286,5665,1.1098,Ejagham 4 h,5665,Icy body,87,681.1099,-F (White) Star-,1,false,,,false
Shapash,52.33,true,1,1,Shapash 8,99,Class I gas giant,2152,false,true,1,0.0001,2151.809361,2151.809350240953,Shapash,M (Red dwarf) Star,3,0,0.5701,V,6132,3314,2143,0.5701,Shapash 8 f,2143,Icy body,40,1878.6935,-M (Red dwarf) Star-,1,true,3314,V,false
LHS 1857,59.21,false,1,1,LHS 1857 2,98,Class I gas giant,353,false,true,1,0.002,353.4452415,353.4445346088101,LHS 1857,M (Red dwarf) Star,7,0,0.4242,V,9960,2554,357,0.4242,LHS 1857 2 h,357,Icy body,77,991.6484,-M (Red dwarf) Star-,1,true,2554,V,false
Pan,48.23,false,1,1,Pan 1,98,Class I gas giant,1244,false,true,1,0.0026,1241.624241,1241.620044302973,Pan,K (Yellow-Orange) Star,2,0,0.5912,V,12388,3503,1259,0.5912,Pan 1 h,1259,Icy body,57,1537.1249,-K (Yellow-Orange) Star-,1,false,,,false
Ross 193,57.69,false,2,2,Ross 193 B 3,97,Class I gas giant,5270,false,true,2,0.0106,5303.524941,5303.226980598872,Gliese 812 B,White Dwarf (DC) Star,0,0,0.0058,O,12536,4662,5170,0.448,Ross 193 B 3 h,5170,Icy body,20,1402.9501,-White Dwarf (DC) Star-M (Red dwarf) Star-,1,true,2525,V,false
111 Tauri,46.94,false,1,1,111 Tauri 3,97,Class I gas giant,6502,false,true,1,0.037,6730.0305345,6725.422250873902,111 Tauri,F (White) Star,0,0,1.1358,V,3528,6322,6490,1.1358,111 Tauri 3 h,6490,Icy body,118,1456.6394,-F (White) Star-,1,false,,,false
LHS 266,67.53,false,2,2,LHS 266 B 10,96,Class I gas giant,154459,false,true,2,0,629.4449070000001,629.4449070000001,LHS 266 B,M (Red dwarf) Star,9,154559,0.3904,Va,1652,2293,358,0.5799,LHS 266 B 10 h,154201,Icy body,57,1081.847,-M (Red dwarf) Star-M (Red dwarf) Star-,1,true,2293,Va,false
LHS 1163,46.25,false,2,2,LHS 1163 A 4,96,Class I gas giant,1797,false,true,2,0.0091,1799.2623285,1799.1878285009204,LHS 1163 A,K (Yellow-Orange) Star,0,0,0.8014,V,8642,4555,1788,0.8014,LHS 1163 A 4 h,1788,Icy body,83,957.9969,-K (Yellow-Orange) Star-M (Red dwarf) Star-,1,true,2496,Va,false
Paitina,79.40,false,1,1,Paitina 3,93,Class I gas giant,1227,false,true,1,0.0032,1225.456479,1225.450204646765,Paitina,M (Red dwarf) Star,5,0,0.5161,Va,3608,2882,1213,0.5161,Paitina 3 h,1213,Icy body,53,1381.9139,-M (Red dwarf) Star-,1,true,2882,Va,false
Meliae,52.50,false,1,1,Meliae 6,93,Class I gas giant,1169,false,true,1,0.0043,1171.264536,1171.2537076093101,Meliae,M (Red dwarf) Star,4,0,0.5262,V,7078,3127,1167,0.5262,Meliae 6 h,1167,Icy body,59,746.7452,-M (Red dwarf) Star-,1,true,3127,V,false
Ehlangai,77.58,false,1,1,Ehlangai 6,92,Class I gas giant,2754,false,true,1,0.0003,2754.2580975,2754.2579735583827,Ehlangai,K (Yellow-Orange) Star,0,0,0.7166,Vab,852,4866,2769,0.7166,Ehlangai 6 h,2769,Icy body,107,1012.4919,-K (Yellow-Orange) Star-,1,false,,,false
Boreas,65.48,false,1,1,Boreas 4,92,Class I gas giant,2121,false,true,1,0.001,2122.867071,2122.8660095661994,Boreas,M (Red dwarf) Star,5,0,0.5037,V,3478,2863,2123,0.5037,Boreas 4 h,2123,Icy body,43,954.9272,-M (Red dwarf) Star-,1,true,2863,V,false
LP 421-7,61.56,false,1,1,LP 421-7 2,91,Class I gas giant,1204,false,true,1,0.0005,1202.9513534999999,1202.9512031310712,LP 421-7,M (Red dwarf) Star,5,0,0.4839,V,8876,2835,1191,0.4839,LP 421-7 2 h,1191,Icy body,51,1046.1812,-M (Red dwarf) Star-,1,true,2835,V,false
LHS 1101,64.61,true,1,1,LHS 1101 6,91,Class I gas giant,1901,false,true,1,0.0033,1903.9535775,1903.9432104445461,LHS 1101,M (Red dwarf) Star,4,0,0.5713,V,5330,3213,1910,0.5713,LHS 1101 6 f,1910,Icy body,50,1343.0106,-M (Red dwarf) Star-,1,true,3213,V,false
V374 Pegasi,29.05,false,2,2,V374 Pegasi A 3,91,Class I gas giant,3046,false,true,2,0.0147,3072.9226905,3072.590658629744,V374 Pegasi A,M (Red dwarf) Star,5,0,0.5127,V,7680,2993,3032,0.5127,V374 Pegasi A 3 h,3032,Icy body,23,1180.1714,-M (Red dwarf) Star-M (Red dwarf) Star-,1,true,2397,Va,false
LHS 1122,78.23,false,4,4,LHS 1122 ABC 2,90,Class I gas giant,1445,true,false,2,0.0049,1491.925149,1491.9072383310765,LHS 1122 C,L (Brown dwarf) Star,9,352,0.2576,V,4660,1477,1091,0.5592,LHS 1122 ABC 2 h,1443,Icy body,49,1452.0945,-M (Red dwarf) Star-L (Brown dwarf) Star-L (Brown dwarf) Star-L (Brown dwarf) Star-,1,true,3301,V,false
Struve 1321,20.13,false,2,2,Struve 1321 A 4,90,Class I gas giant,43071,false,true,2,0.0008,1132.841151,1132.8407884907735,Struve 1321,M (Red dwarf) Star,5,44123,0.5259,V,7742,2950,1066,0.6486,Struve 1321 A 4 h,43057,Icy body,107,1120.2031,-K (Yellow-Orange) Star-M (Red dwarf) Star-,1,true,2950,V,false
Ao,55.51,false,3,3,Ao AB 8,90,Class I gas giant,3688,true,false,3,0.1168,2.6447265,2.6266245533922894,Ao B,M (Red dwarf) Star,7,76,0.4359,Va,10618,2546,3615,0.7788,Ao AB 8 h,3691,Icy body,179,1093.5896,-K (Yellow-Orange) Star-M (Red dwarf) Star-M (Red dwarf) Star-,1,true,2546,Va,false
LTT 1652,72.07,false,2,2,LTT 1652 A 4,89,Class I gas giant,1464,false,true,2,0.1434,1383.4913625,1369.192719094604,LTT 1652 A,K (Yellow-Orange) Star,0,0,0.6745,V,11118,3855,1459,0.6745,LTT 1652 A 4 h,1459,Icy body,79,647.5198,-K (Yellow-Orange) Star-K (Yellow-Orange) Star-,1,false,,,false
Arangorii,26.68,false,2,2,Arangorii A 2,88,Class I gas giant,3141,false,true,2,0.0037,3130.358166,3130.3367386250184,Arangorii A,G (White-Yellow) Star,0,0,0.8112,Vab,3630,5291,3142,0.8112,Arangorii A 2 h,3142,Icy body,77,642.3323,-M (Red dwarf) Star-G (White-Yellow) Star-,1,true,3522,Va,false
