System name,Distance from Sol (ly),System stars count,System suitable stars count,Gas Body Name,Gas Body Surface Temperature (K),Gas Sub Type,Gas distance from arrival (ls),Gas has multiple stars ?,Gas star as orbit center ?,Gas orbit centers count,Gas orbital eccentricity,Gas semi major axis (ls),Gas semi minor axis (ls),Ref Star Name,Ref Star Sub Type,Ref Star Temp Class,Ref Star Distance from arrival (ls),Ref Star Radius,Ref Star Luminosity,Ref Star Age,Ref Star Temperature,Biggest Suitable Star Radius,8th Moon Name,8th Moon Distance from arrival (ls),8th Moon Sub Type,8th Moon Surface Temperature (K),8th Moon Radius,Star Types,Is populated,Has M or TT Star ?,Coldest M or TT Star temp.,Coldest M or TT Star lum.,Has Toroid Station
Caerus,59.33,1,1,Caerus 13,56,Helium-rich gas giant,3028,false,true,1,0.0018,3024.7188075,3024.7139074515626,Caerus,M (Red dwarf) Star,2,0,0.5981,V,372,3522,0.5981,Caerus 13 h,3015,Icy body,42,1027.9988,-M (Red dwarf) Star-,1,true,3522,V,false
Widjalams,159.55,5,5,Widjalams DE 1,56,Class I gas giant,37360,true,false,2,0.0001,1625.458887,1625.4588788727056,Widjalams E,T (Brown dwarf) Star,9,37581,0.1546,V,7528,929,0.6534,Widjalams DE 1 h,37354,Icy body,48,720.7712,-M (Red dwarf) Star-L (Brown dwarf) Star-L (Brown dwarf) Star-T (Brown dwarf) Star-K (Yellow-Orange) Star-,1,true,2485,Va,false
Coelacara,152.24,1,1,Coelacara 5,56,Class I gas giant,1900,false,true,1,0.0006,1900.5603435,1900.5600013991073,Coelacara,M (Red dwarf) Star,3,0,0.5699,Va,860,3259,0.5699,Coelacara 5 h,1893,Icy body,48,862.6801,-M (Red dwarf) Star-,1,true,3259,Va,false
Ross 835,68.33,4,4,Ross 835 ABCD 2,56,Class I gas giant,4395,true,false,1,0.0086,3999.3753734999996,3999.227473863973,Ross 835 D,L (Brown dwarf) Star,9,1026,0.2285,V,6502,1547,0.5535,Ross 835 ABCD 2 h,4430,Icy body,40,4613.4648,-L (Brown dwarf) Star-M (Red dwarf) Star-M (Red dwarf) Star-M (Red dwarf) Star-,1,true,2063,VI,false
Hyades Sector HB-X c1-8,230.24,2,2,Hyades Sector HB-X c1-8 B 3,56,Class I gas giant,233628,false,false,0,0.0028,1660.0898339999999,1660.0833264350958,Hyades Sector HB-X c1-8 B,M (Red dwarf) Star,5,231987,0.5037,Va,3114,2846,0.7632,Hyades Sector HB-X c1-8 B 3 h,233639,Icy body,49,669.1904,-K (Yellow-Orange) Star-M (Red dwarf) Star-,0,true,2846,Va,false
Col 285 Sector RI-K c8-5,234.88,1,1,Col 285 Sector RI-K c8-5 7,56,Class I gas giant,5590,false,true,1,0.0019,5597.688388500001,5597.6782846633405,Col 285 Sector RI-K c8-5,K (Yellow-Orange) Star,0,0,0.9059,Va,4094,4517,0.9059,Col 285 Sector RI-K c8-5 7 h,5596,Icy body,49,887.8452,-K (Yellow-Orange) Star-,0,false,,,false
Col 285 Sector FN-N b22-1,243.66,1,1,Col 285 Sector FN-N b22-1 7,56,Class I gas giant,1676,false,true,1,0.0036,1680.848442,1680.8375500668058,Col 285 Sector FN-N b22-1,M (Red dwarf) Star,5,0,0.5288,Va,5800,2872,0.5288,Col 285 Sector FN-N b22-1 7 h,1680,Icy body,44,1158.243,-M (Red dwarf) Star-,0,true,2872,Va,false
Hyades Sector WD-T b3-2,269.49,1,1,Hyades Sector WD-T b3-2 3,56,Class I gas giant,2224,false,true,1,0.0084,2227.5084195,2227.4298316166455,Hyades Sector WD-T b3-2,M (Red dwarf) Star,4,0,0.5443,Va,6586,3102,0.5443,Hyades Sector WD-T b3-2 3 h,2225,Icy body,42,1163.722,-M (Red dwarf) Star-,0,true,3102,Va,false
Col 285 Sector EP-X b15-3,249.46,3,3,Col 285 Sector EP-X b15-3 ABC 1,56,Class I gas giant,2524,true,false,1,0,2326.1118075,2326.1118075,Col 285 Sector EP-X b15-3 B,L (Brown dwarf) Star,9,1675,0.2753,V,8144,1590,0.4795,Col 285 Sector EP-X b15-3 ABC 1 h,2518,Icy body,33,1321.4231,-M (Red dwarf) Star-L (Brown dwarf) Star-T (Brown dwarf) Star-,0,true,2544,Va,false
Col 285 Sector LW-S b18-7,246.00,1,1,Col 285 Sector LW-S b18-7 10,56,Class I gas giant,1630,false,true,1,0.0067,1639.0817235,1639.04493389784,Col 285 Sector LW-S b18-7,M (Red dwarf) Star,4,0,0.5474,Va,700,3179,0.5474,Col 285 Sector LW-S b18-7 10 h,1635,Icy body,49,684.8394,-M (Red dwarf) Star-,0,true,3179,Va,false
Col 285 Sector FF-H b10-1,261.64,1,1,Col 285 Sector FF-H b10-1 7,56,Class I gas giant,1777,false,true,1,0.0015,1777.2063075,1777.2043081417794,Col 285 Sector FF-H b10-1,M (Red dwarf) Star,6,0,0.497,Va,3534,2789,0.497,Col 285 Sector FF-H b10-1 7 h,1766,Icy body,40,1149.4814,-M (Red dwarf) Star-,0,true,2789,Va,false
Mel 111 Sector EG-O b6-2,270.03,1,1,Mel 111 Sector EG-O b6-2 4,56,Class I gas giant,1090,false,true,1,0.0001,1089.926721,1089.9267155503665,Mel 111 Sector EG-O b6-2,M (Red dwarf) Star,6,0,0.4253,Va,5070,2626,0.4253,Mel 111 Sector EG-O b6-2 4 h,1083,Icy body,44,4041.0249,-M (Red dwarf) Star-,0,true,2626,Va,false
Col 285 Sector FM-C c13-3,259.26,3,3,Col 285 Sector FM-C c13-3 C 2,56,Class I gas giant,171616,false,true,2,0.0002,1243.4705594999998,1243.4705346305884,Col 285 Sector FM-C c13-3 C,M (Red dwarf) Star,8,172200,0.4295,Va,6316,2421,0.6407,Col 285 Sector FM-C c13-3 C 2 h,171624,Icy body,44,804.9456,-M (Red dwarf) Star-M (Red dwarf) Star-M (Red dwarf) Star-,0,true,2421,Va,false
HIP 90075,258.66,2,2,HIP 90075 B 6,56,Class I gas giant,208832,false,true,2,0.0001,5654.425257,5654.425228727873,HIP 90075 B,K (Yellow-Orange) Star,1,205458,0.6423,Va,1684,3723,1.1603,HIP 90075 B 6 h,208829,Icy body,46,892.0574,-G (White-Yellow) Star-K (Yellow-Orange) Star-,0,false,,,false
Col 285 Sector VB-O b22-2,245.51,1,1,Col 285 Sector VB-O b22-2 11,56,Class I gas giant,911,false,true,1,0.0035,913.0793490000001,913.07375637186,Col 285 Sector VB-O b22-2,M (Red dwarf) Star,6,0,0.412,Va,11492,2774,0.412,Col 285 Sector VB-O b22-2 11 h,915,Icy body,50,562.1991,-M (Red dwarf) Star-,0,true,2774,Va,false
Tucanae Sector QT-Q b5-3,285.24,1,1,Tucanae Sector QT-Q b5-3 3,56,Class I gas giant,1451,false,true,2,0.1893,2.6447265,2.5969079912652178,Tucanae Sector QT-Q b5-3,M (Red dwarf) Star,6,0,0.4819,Va,8748,2786,0.4819,Tucanae Sector QT-Q b5-3 3 h,1446,Icy body,44,849.7819,-M (Red dwarf) Star-,0,true,2786,Va,false
Col 285 Sector LK-C b14-3,247.77,1,1,Col 285 Sector LK-C b14-3 16,56,Class I gas giant,1306,false,true,1,0.0029,1308.4909109999999,1308.4854087841506,Col 285 Sector LK-C b14-3,M (Red dwarf) Star,5,0,0.4592,Vz,220,3016,0.4592,Col 285 Sector LK-C b14-3 16 h,1300,Icy body,48,655.8491,-M (Red dwarf) Star-,0,true,3016,Vz,false
Synuefe NJ-G c27-5,282.94,1,1,Synuefe NJ-G c27-5 18,56,Class I gas giant,2586,false,true,1,0.0249,2552.90958,2552.1180425563457,Synuefe NJ-G c27-5,M (Red dwarf) Star,2,0,0.6408,Va,500,3436,0.6408,Synuefe NJ-G c27-5 18 h,2579,Icy body,46,1153.2015,-M (Red dwarf) Star-,0,true,3436,Va,false
Col 285 Sector WS-D b27-3,256.42,1,1,Col 285 Sector WS-D b27-3 3,55,Class I gas giant,1215,false,true,1,0.0006,1214.57817,1214.5779513759098,Col 285 Sector WS-D b27-3,M (Red dwarf) Star,5,0,0.4901,Va,5450,2878,0.4901,Col 285 Sector WS-D b27-3 3 h,1209,Icy body,49,571.4698,-M (Red dwarf) Star-,0,true,2878,Va,false
Ammatch,168.21,1,1,Ammatch 3,55,Class I gas giant,1709,false,true,1,0.0003,1709.092125,1709.0920480908526,Ammatch,M (Red dwarf) Star,5,0,0.5541,Va,10426,3059,0.5541,Ammatch 3 h,1708,Icy body,47,632.5006,-M (Red dwarf) Star-,1,true,3059,Va,false
Puppis Sector TO-R b4-4,62.56,3,3,Puppis Sector TO-R b4-4 A 4,55,Class I gas giant,1219,false,true,3,0.0016,1220.8157325,1220.8141698548623,Puppis Sector TO-R b4-4 A,M (Red dwarf) Star,9,0,0.4571,Va,2094,2377,0.4571,Puppis Sector TO-R b4-4 A 4 h,1215,Icy body,46,814.6972,-M (Red dwarf) Star-T (Brown dwarf) Star-L (Brown dwarf) Star-,0,true,2377,Va,false
Hatis,158.85,1,1,Hatis 4,55,Class I gas giant,2310,false,true,1,0.0006,2311.0418565,2311.0414405124284,Hatis,M (Red dwarf) Star,5,0,0.5137,Va,9286,3008,0.5137,Hatis 4 h,2308,Icy body,39,3281.2976,-M (Red dwarf) Star-,1,true,3008,Va,false
Ngarans,233.60,3,3,Ngarans AB 5,55,Class I gas giant,2883,true,false,2,0.0233,2777.9109345,2777.1567820970395,Ngarans B,L (Brown dwarf) Star,9,521,0.2997,V,714,1714,0.5214,Ngarans AB 5 h,2880,Icy body,44,1161.5712,-M (Red dwarf) Star-M (Red dwarf) Star-L (Brown dwarf) Star-,1,true,2085,VI,false
Hyades Sector NM-V b2-1,249.62,2,2,Hyades Sector NM-V b2-1 A 13,55,Class I gas giant,2085,false,true,2,0.0011,2082.4975665,2082.4963065885913,Hyades Sector NM-V b2-1 A,M (Red dwarf) Star,4,0,0.5964,Va,360,3140,0.5964,Hyades Sector NM-V b2-1 A 13 h,2083,Icy body,48,768.6772,-M (Red dwarf) Star-L (Brown dwarf) Star-,0,true,3140,Va,false
Arietis Sector FG-X b1-4,188.71,1,1,Arietis Sector FG-X b1-4 6,55,Class I gas giant,1749,false,true,1,0.0041,1745.020485,1745.0058180411854,Arietis Sector FG-X b1-4,M (Red dwarf) Star,5,0,0.5192,Va,406,2932,0.5192,Arietis Sector FG-X b1-4 6 h,1735,Icy body,43,692.2531,-M (Red dwarf) Star-,0,true,2932,Va,false
Col 285 Sector ZW-G b25-2,191.06,1,1,Col 285 Sector ZW-G b25-2 6,55,Class I gas giant,1738,false,true,1,0.0001,1738.1841164999998,1738.1841078090793,Col 285 Sector ZW-G b25-2,M (Red dwarf) Star,4,0,0.5493,Va,6002,3171,0.5493,Col 285 Sector ZW-G b25-2 6 h,1751,Icy body,48,574.3322,-M (Red dwarf) Star-,0,true,3171,Va,false
Mel 111 Sector UN-T b3-1,286.52,1,1,Mel 111 Sector UN-T b3-1 4,55,Class I gas giant,2302,false,true,1,0.0174,2317.778424,2317.427532141159,Mel 111 Sector UN-T b3-1,M (Red dwarf) Star,2,0,0.5959,Va,10004,3413,0.5959,Mel 111 Sector UN-T b3-1 4 h,2311,Icy body,47,639.7039,-M (Red dwarf) Star-,0,true,3413,Va,false
HIP 69446,201.08,2,2,HIP 69446 AB 4,55,Class I gas giant,3704,true,false,1,0.0012,3898.9755675,3898.972760236581,HIP 69446 B,M (Red dwarf) Star,7,1814,0.4226,Va,5268,2595,0.8207,HIP 69446 AB 4 h,3706,Icy body,46,760.4844,-K (Yellow-Orange) Star-M (Red dwarf) Star-,0,true,2595,Va,false
Alrai Sector IM-V b2-7,86.76,2,2,Alrai Sector IM-V b2-7 A 7,55,Class I gas giant,2006,false,true,2,0.005,2003.804478,2003.7794302874754,Alrai Sector IM-V b2-7 A,M (Red dwarf) Star,4,0,0.5851,Va,2586,3146,0.5851,Alrai Sector IM-V b2-7 A 7 h,2017,Icy body,47,663.6178,-M (Red dwarf) Star-M (Red dwarf) Star-,0,true,2074,VI,false
Pegasi Sector RN-T b3-3,190.64,1,1,Pegasi Sector RN-T b3-3 6,55,Class I gas giant,1651,false,true,2,0.1152,10.5290055,10.458906725737954,Pegasi Sector RN-T b3-3,M (Red dwarf) Star,5,0,0.4972,Va,12020,3059,0.4972,Pegasi Sector RN-T b3-3 6 h,1654,Icy body,45,1161.8643,-M (Red dwarf) Star-,0,true,3059,Va,false
Pan,48.23,1,1,Pan 2,55,Class I gas giant,1730,false,true,1,0.003,1725.5592900000001,1725.5515249657237,Pan,K (Yellow-Orange) Star,2,0,0.5912,V,12388,3503,0.5912,Pan 2 h,1733,Icy body,46,1055.15,-K (Yellow-Orange) Star-,1,false,,,false
Col 285 Sector JW-J b10-2,199.57,1,1,Col 285 Sector JW-J b10-2 9,55,Class I gas giant,1954,false,true,1,0.0024,1952.905968,1952.900343622713,Col 285 Sector JW-J b10-2,M (Red dwarf) Star,5,0,0.5139,Va,10570,2982,0.5139,Col 285 Sector JW-J b10-2 9 h,1932,Icy body,41,1254.8737,-M (Red dwarf) Star-,0,true,2982,Va,false
Kupalites,141.06,2,2,Kupalites B 9,55,Class I gas giant,51117,false,true,2,0,1122.8111505000002,1122.8111505000002,Kupalites B,L (Brown dwarf) Star,9,50410,0.4038,V,344,1989,0.5,Kupalites B 9 h,51108,Icy body,42,1042.0413,-M (Red dwarf) Star-L (Brown dwarf) Star-,1,true,3373,Va,false
Fousang,45.94,1,1,Fousang 8,55,Class I gas giant,3001,false,true,1,0.0009,3001.8643785,3001.8631627446803,Fousang,M (Red dwarf) Star,2,0,0.5852,V,2528,3423,0.5852,Fousang 8 h,3007,Icy body,41,1134.0087,-M (Red dwarf) Star-,1,true,3423,V,false
Salibi,225.17,1,1,Salibi 6,55,Class I gas giant,2685,false,true,1,0.0053,2681.3035665,2681.265907326945,Salibi,M (Red dwarf) Star,3,0,0.5502,Va,3468,3319,0.5502,Salibi 6 h,2685,Icy body,41,897.0454,-M (Red dwarf) Star-,1,true,3319,Va,false
Wregoe WJ-S b45-4,291.85,1,1,Wregoe WJ-S b45-4 5,55,Class I gas giant,1238,false,true,1,0.0013,1236.4844894999999,1236.4834446701648,Wregoe WJ-S b45-4,M (Red dwarf) Star,6,0,0.4183,Va,1340,2671,0.4183,Wregoe WJ-S b45-4 5 h,1249,Icy body,42,3362.7927,-M (Red dwarf) Star-,0,true,2671,Va,false
Col 285 Sector FH-I b24-8,241.88,3,3,Col 285 Sector FH-I b24-8 A 3,55,Class I gas giant,1644,false,true,2,0.0015,1641.526848,1641.5250012812573,Col 285 Sector FH-I b24-8 A,M (Red dwarf) Star,5,0,0.5329,Va,1276,2986,0.5329,Col 285 Sector FH-I b24-8 A 3 h,1650,Icy body,48,797.3688,-M (Red dwarf) Star-M (Red dwarf) Star-L (Brown dwarf) Star-,0,true,2179,Va,false
Synuefe MU-U b49-1,276.36,1,1,Synuefe MU-U b49-1 17,55,Class I gas giant,2072,false,true,1,0.1137,1861.1389485,1849.0697010523372,Synuefe MU-U b49-1,M (Red dwarf) Star,5,0,0.5444,Va,304,2990,0.5444,Synuefe MU-U b49-1 17 h,2078,Icy body,44,912.0019,-M (Red dwarf) Star-,0,true,2990,Va,false
Tucanae Sector EG-W b2-5,265.03,1,1,Tucanae Sector EG-W b2-5 3,55,Class I gas giant,1092,false,true,1,0.0005,1092.1722435,1092.172106978461,Tucanae Sector EG-W b2-5,M (Red dwarf) Star,7,0,0.4932,Va,5078,2585,0.4932,Tucanae Sector EG-W b2-5 3 h,1088,Icy body,47,862.793,-M (Red dwarf) Star-,0,true,2585,Va,false
Synuefe OU-E c28-26,265.59,2,2,Synuefe OU-E c28-26 B 4,55,Class I gas giant,205693,false,true,2,0.0069,2459.994849,2459.93628812559,Synuefe OU-E c28-26 B,M (Red dwarf) Star,5,207901,0.5883,Va,1670,3085,0.8425,Synuefe OU-E c28-26 B 4 h,205693,Icy body,49,599.7168,-K (Yellow-Orange) Star-M (Red dwarf) Star-,0,true,3085,Va,false
Col 285 Sector AJ-V b17-4,266.40,1,1,Col 285 Sector AJ-V b17-4 9,55,Class I gas giant,1505,false,true,1,0.0017,1506.9451995,1506.943021962613,Col 285 Sector AJ-V b17-4,M (Red dwarf) Star,5,0,0.5705,Va,504,2918,0.5705,Col 285 Sector AJ-V b17-4 9 h,1500,Icy body,48,768.0462,-M (Red dwarf) Star-,0,true,2918,Va,false
Col 285 Sector XE-G c11-25,252.51,2,2,Col 285 Sector XE-G c11-25 B 12,55,Class I gas giant,131149,false,true,2,0.0003,4116.79125,4116.79106474439,Col 285 Sector XE-G c11-25 B,M (Red dwarf) Star,5,127383,0.4922,Va,700,3099,0.5908,Col 285 Sector XE-G c11-25 B 12 h,131140,Icy body,35,2197.3232,-M (Red dwarf) Star-M (Red dwarf) Star-,0,true,3099,Va,false
Col 285 Sector CT-E b13-2,249.53,4,4,Col 285 Sector CT-E b13-2 A 10,55,Class I gas giant,1760,false,true,2,0.0084,1771.767153,1771.7046439521632,Col 285 Sector CT-E b13-2 A,M (Red dwarf) Star,5,0,0.5281,Va,550,2970,0.5281,Col 285 Sector CT-E b13-2 A 10 h,1758,Icy body,47,954.3551,-M (Red dwarf) Star-L (Brown dwarf) Star-T (Brown dwarf) Star-T (Brown dwarf) Star-,0,true,2970,Va,false
Col 285 Sector HA-Z b16-1,277.20,3,3,Col 285 Sector HA-Z b16-1 A 4,55,Class I gas giant,2254,false,true,2,0.0017,2253.8558835,2253.8526266758954,Col 285 Sector HA-Z b16-1 A,M (Red dwarf) Star,3,0,0.5086,Va,3346,3344,0.5086,Col 285 Sector HA-Z b16-1 A 4 h,2241,Icy body,45,2343.7915,-M (Red dwarf) Star-T (Brown dwarf) Star-L (Brown dwarf) Star-,0,true,3344,Va,false
Antliae Sector WE-Z b3,181.40,1,1,Antliae Sector WE-Z b3 6,55,Class I gas giant,1240,false,true,1,0.001,1241.025435,1241.0248144871275,Antliae Sector WE-Z b3,M (Red dwarf) Star,6,0,0.5099,Va,1214,2792,0.5099,Antliae Sector WE-Z b3 6 h,1249,Icy body,48,910.6587,-M (Red dwarf) Star-,0,true,2792,Va,false
Synuefe JT-G c27-18,267.37,4,4,Synuefe JT-G c27-18 ABC 7,55,Class I gas giant,2999,true,false,2,0.0015,3024.7188075,3024.7154046894275,Synuefe JT-G c27-18 C,M (Red dwarf) Star,8,56,0.3982,Va,310,2475,0.6578,Synuefe JT-G c27-18 ABC 7 h,3021,Icy body,49,667.1902,-M (Red dwarf) Star-M (Red dwarf) Star-M (Red dwarf) Star-M (Red dwarf) Star-,0,true,2275,Va,false
LTT 5212,70.89,3,3,LTT 5212 ABC 5,54,Class I gas giant,2154,true,false,2,0.1735,17.016070499999998,16.75800254975636,LTT 5212 C,L (Brown dwarf) Star,9,340,0.2324,V,6746,1404,0.5496,LTT 5212 ABC 5 h,2154,Icy body,43,709.9944,-L (Brown dwarf) Star-M (Red dwarf) Star-M (Red dwarf) Star-,1,true,2345,Va,false
Yu Di Wandy,157.48,1,1,Yu Di Wandy 4,54,Class I gas giant,1287,false,true,1,0.0005,1287.233298,1287.2331370958277,Yu Di Wandy,M (Red dwarf) Star,5,0,0.4518,Va,3388,2875,0.4518,Yu Di Wandy 4 h,1281,Icy body,46,725.0955,-M (Red dwarf) Star-,1,true,2875,Va,false
Col 285 Sector NQ-A b15-7,269.41,1,1,Col 285 Sector NQ-A b15-7 11,54,Class I gas giant,2073,false,true,2,0.1796,2.4451245,2.405366095089224,Col 285 Sector NQ-A b15-7,M (Red dwarf) Star,5,0,0.545,Va,542,2894,0.545,Col 285 Sector NQ-A b15-7 11 h,2071,Icy body,41,821.0279,-M (Red dwarf) Star-,0,true,2894,Va,false
Hyades Sector KJ-P b6-5,185.48,3,3,Hyades Sector KJ-P b6-5 A 10,54,Class I gas giant,1519,false,true,2,0.0001,1518.871419,1518.8714114056427,Hyades Sector KJ-P b6-5 A,M (Red dwarf) Star,6,0,0.5153,Va,296,2685,0.5153,Hyades Sector KJ-P b6-5 A 10 h,1512,Icy body,44,2490.8306,-M (Red dwarf) Star-L (Brown dwarf) Star-T (Brown dwarf) Star-,0,true,2685,Va,false
Shinrarta Dezhra,64.43,2,2,Shinrarta Dezhra AB 3,54,Class I gas giant,5675,true,false,1,0.0002,5125.479957,5125.4798544904,LTT 4550,M (Red dwarf) Star,3,1520,0.5645,V,4570,3295,0.7666,Shinrarta Dezhra AB 3 h,5679,Icy body,43,997.5334,-K (Yellow-Orange) Star-M (Red dwarf) Star-,1,true,3295,V,false
Du Shas,167.97,2,2,Du Shas AB 2,54,Class I gas giant,5056,true,false,1,0.0157,5517.2487825,5516.568767266979,Du Shas B,M (Red dwarf) Star,2,2285,0.5656,Va,1278,3565,0.7718,Du Shas AB 2 h,5035,Icy body,45,910.4551,-K (Yellow-Orange) Star-M (Red dwarf) Star-,1,true,3565,Va,false
LHS 1228,72.18,1,1,LHS 1228 5,54,Class I gas giant,976,false,true,1,0.0005,975.7044765,975.7043545369328,LHS 1228,M (Red dwarf) Star,3,0,0.5676,V,3784,3323,0.5676,LHS 1228 5 h,978,Icy body,46,733.1309,-M (Red dwarf) Star-,1,true,3323,V,false
LHS 2637,79.55,1,1,LHS 2637 6,54,Class I gas giant,1276,false,true,1,0.0022,1273.660362,1273.6572797381946,LHS 2637,M (Red dwarf) Star,5,0,0.4882,V,8890,2828,0.4882,LHS 2637 6 h,1287,Icy body,47,525.9906,-M (Red dwarf) Star-,1,true,2828,V,false
Ross 263,62.75,3,3,Ross 263 BC 4,54,Class I gas giant,105818,true,false,2,0.0202,2481.8013674999997,2481.2949787230127,Ross 263 B,M (Red dwarf) Star,6,103645,0.4873,Va,3444,2734,0.5984,Ross 263 BC 4 h,105810,Icy body,43,1021.6146,-M (Red dwarf) Star-M (Red dwarf) Star-M (Red dwarf) Star-,1,true,2311,Va,false
HIP 62153,173.19,1,1,HIP 62153 16,54,Class I gas giant,2662,false,true,1,0.0021,2665.2855059999997,2665.27962903898,HIP 62153,M (Red dwarf) Star,4,0,0.5667,V,6110,3177,0.5667,HIP 62153 16 h,2645,Icy body,47,5122.1504,-M (Red dwarf) Star-,1,true,3177,V,false
Camundjiga,228.61,1,1,Camundjiga 7,54,Class I gas giant,2970,false,true,1,0.0066,2982.6027855,2982.5378237038904,Camundjiga,M (Red dwarf) Star,2,0,0.5836,Va,6778,3553,0.5836,Camundjiga 7 h,2976,Icy body,43,961.5463,-M (Red dwarf) Star-,1,true,3553,Va,false
Gran,105.22,1,1,Gran 10,54,Class I gas giant,1962,false,true,2,0.0529,45.010251000000004,44.94722831002879,Gran,M (Red dwarf) Star,5,0,0.5745,Va,1652,3096,0.5745,Gran 10 h,1961,Icy body,46,713.1733,-M (Red dwarf) Star-,1,true,3096,Va,false
Mechet,124.36,1,1,Mechet 3,54,Class I gas giant,2340,false,true,1,0.0015,2339.535042,2339.532410021597,Mechet,M (Red dwarf) Star,2,0,0.5977,Va,3146,3550,0.5977,Mechet 3 h,2334,Icy body,48,672.4258,-M (Red dwarf) Star-,1,true,3550,Va,false
Euboa,48.61,2,2,Euboa B 11,54,Class I gas giant,2178,false,true,2,0.0174,2189.334537,2189.0030904487007,Gliese 781.1 B,M (Red dwarf) Star,3,0,0.5791,V,4128,3330,0.5791,Euboa B 11 h,2183,Icy body,48,848.5216,-M (Red dwarf) Star-M (Red dwarf) Star-,1,true,2587,V,false
Hou Yangk,154.55,1,1,Hou Yangk 4,54,Class I gas giant,2244,false,true,1,0.0035,2247.6682215,2247.6544544899816,Hou Yangk,M (Red dwarf) Star,8,0,0.3891,Va,2880,2451,0.3891,Hou Yangk 4 h,2260,Icy body,28,3160.1143,-M (Red dwarf) Star-,1,true,2451,Va,false
Col 285 Sector NH-D b12-1,279.74,1,1,Col 285 Sector NH-D b12-1 13,54,Class I gas giant,2401,false,false,0,0.0023,2397.9685275,2397.9621848648567,Col 285 Sector NH-D b12-1,M (Red dwarf) Star,2,0,0.5917,Va,452,3558,0.5917,Col 285 Sector NH-D b12-1 13 h,2412,Icy body,47,4948.2378,-M (Red dwarf) Star-,0,true,3558,Va,false
Scorpii Sector RY-R b4-0,178.50,1,1,Scorpii Sector RY-R b4-0 6,54,Class I gas giant,1608,false,true,1,0.0057,1600.1094329999999,1600.083439011123,Scorpii Sector RY-R b4-0,M (Red dwarf) Star,5,0,0.581,Va,3444,2863,0.581,Scorpii Sector RY-R b4-0 6 h,1610,Icy body,46,654.9769,-M (Red dwarf) Star-,0,true,2863,Va,false
Col 285 Sector CT-T b19-0,228.97,1,1,Col 285 Sector CT-T b19-0 3,54,Class I gas giant,1848,false,true,1,0.0003,1848.913326,1848.9132427988984,Col 285 Sector CT-T b19-0,M (Red dwarf) Star,5,0,0.5698,Va,1814,3095,0.5698,Col 285 Sector CT-T b19-0 3 h,1843,Icy body,46,780.5272,-M (Red dwarf) Star-,0,true,3095,Va,false
Col 285 Sector TL-Z b28-0,267.42,1,1,Col 285 Sector TL-Z b28-0 5,54,Class I gas giant,1520,false,true,1,0.0014,1519.3205235,1519.3190345651576,Col 285 Sector TL-Z b28-0,M (Red dwarf) Star,6,0,0.4122,Va,762,2678,0.4122,Col 285 Sector TL-Z b28-0 5 h,1522,Icy body,38,1609.2139,-M (Red dwarf) Star-,0,true,2678,Va,false
Synuefe NO-N b40-4,299.84,1,1,Synuefe NO-N b40-4 3,54,Class I gas giant,1026,false,true,1,0.0003,1025.654877,1025.6548308455294,Synuefe NO-N b40-4,M (Red dwarf) Star,7,0,0.4509,Va,714,2595,0.4509,Synuefe NO-N b40-4 3 h,1024,Icy body,46,824.635,-M (Red dwarf) Star-,0,true,2595,Va,false
Hyades Sector LR-W c1-7,264.99,1,1,Hyades Sector LR-W c1-7 6,54,Class I gas giant,4383,false,true,1,0.0003,4383.509422499999,4383.509225242071,Hyades Sector LR-W c1-7,K (Yellow-Orange) Star,0,0,0.7226,Va,12124,4429,0.7226,Hyades Sector LR-W c1-7 6 h,4374,Icy body,48,526.4615,-K (Yellow-Orange) Star-,0,false,,,false
Hyades Sector VY-Z b4,254.30,1,1,Hyades Sector VY-Z b4 8,54,Class I gas giant,3087,false,true,1,0.0018,3081.8049795,3081.799986971889,Hyades Sector VY-Z b4,M (Red dwarf) Star,4,0,0.4629,Va,536,3108,0.4629,Hyades Sector VY-Z b4 8 h,3074,Icy body,33,1169.6414,-M (Red dwarf) Star-,0,true,3108,Va,false
Col 285 Sector KZ-L b9-0,288.79,1,1,Col 285 Sector KZ-L b9-0 4,54,Class I gas giant,2018,false,true,1,0.0006,2018.97423,2018.973866584606,Col 285 Sector KZ-L b9-0,M (Red dwarf) Star,5,0,0.5465,Va,6916,2899,0.5465,Col 285 Sector KZ-L b9-0 4 h,2005,Icy body,41,2713.4009,-M (Red dwarf) Star-,0,true,2899,Va,false
Hydrae Sector JC-V c2-13,178.01,1,1,Hydrae Sector JC-V c2-13 4,54,Class I gas giant,4679,false,true,1,0.0002,4679.4193875,4679.419293911611,Hydrae Sector JC-V c2-13,K (Yellow-Orange) Star,0,0,0.6548,Va,2718,4141,0.6548,Hydrae Sector JC-V c2-13 4 h,4683,Icy body,42,1073.0376,-K (Yellow-Orange) Star-,0,false,,,false
Ithurs,239.57,3,3,Ithurs AB 2,53,Class I gas giant,1723,true,false,2,0.0002,1682.744661,1682.7446273451064,Ithurs B,L (Brown dwarf) Star,9,437,0.2463,V,12862,1561,0.5313,Ithurs AB 2 h,1718,Icy body,48,1521.407,-L (Brown dwarf) Star-M (Red dwarf) Star-L (Brown dwarf) Star-,1,true,2835,Va,false
