System name,Distance from Sol (ly),Counting moons of moons,System stars count,System suitable stars count,Gas Body Name,Gas Body Surface Temperature (K),Gas Sub Type,Gas distance from arrival (ls),Gas has multiple stars ?,Gas star as orbit center ?,Gas orbit centers count,Gas orbital eccentricity,Gas semi major axis (ls),Gas semi minor axis (ls),Ref Star Name,Ref Star Sub Type,Ref Star Temp Class,Ref Star Distance from arrival (ls),Ref Star Radius,Ref Star Luminosity,Ref Star Age,Ref Star Temperature,Moon Star Diistance,Biggest Suitable Star Radius,8th Moon Name,8th Moon Distance from arrival (ls),8th Moon Sub Type,8th Moon Surface Temperature (K),8th Moon Radius,Star Types,Is populated,Has M or TT Star ?,Coldest M or TT Star temp.,Coldest M or TT Star lum.,Has Toroid Station
BD-01 2784,66.86,true,1,1,BD-01 2784 8,302,Class III gas giant,1133,false,true,1,0.0039,1136.8830915,1136.8744454712125,BD-01 2784,K (Yellow-Orange) Star,0,0,0.846,V,400,4894,1137,0.846,BD-01 2784 8 f,1137,Rocky body,190,1960.5804,-K (Yellow-Orange) Star-,1,false,,,false
LHS 417,26.27,false,1,1,LHS 417 6,301,Helium-rich gas giant,1658,false,true,1,0.0062,1661.8363514999999,1661.80441069837,LHS 417,M (Red dwarf) Star,2,0,0.6145,V,836,3477,1646,0.6145,LHS 417 6 h,1646,Icy body,45,2687.1826,-M (Red dwarf) Star-,1,true,3477,V,false
LTT 5964,79.93,false,2,2,LTT 5964 11,300,Helium-rich gas giant,2942,false,true,1,0.0006,2942.4827835,2942.482253853051,LTT 5964 9,Y (Brown dwarf) Star,9,1767,0.0592,V,938,339,1138,0.6666,LTT 5964 11 h,2905,Icy body,49,3039.2622,-K (Yellow-Orange) Star-Y (Brown dwarf) Star-,1,false,,,false
BD-12 6174,72.50,true,1,1,BD-12 6174 15,298,Helium-rich gas giant,1684,false,true,1,0.1929,1770.369939,1737.1195963933042,BD-12 6174,M (Red dwarf) Star,2,0,0.5909,V,504,3498,1689,0.5909,BD-12 6174 15 f,1689,Icy body,121,1783.4875,-M (Red dwarf) Star-,1,true,3498,V,false
Tascheter Sector XK-O a6-1,50.46,true,1,1,Tascheter Sector XK-O a6-1,295,Y (Brown dwarf) Star,0,false,false,0,,0,0,Tascheter Sector XK-O a6-1,Y (Brown dwarf) Star,9,0,0.0481,V,5602,295,2208,0.0481,Tascheter Sector XK-O a6-1 7,2208,Icy body,20,1590.1024,-Y (Brown dwarf) Star-,0,false,,,false
Maya,72.57,true,3,3,Maya 12,295,Y (Brown dwarf) Star,3542,false,true,1,0.0077,3528.863559,3528.7589442891185,Maya 12,Y (Brown dwarf) Star,9,3542,0.0464,V,7776,295,27,1.0712,Maya 12 f,3569,Rocky body,96,2096.478,-G (White-Yellow) Star-Y (Brown dwarf) Star-Y (Brown dwarf) Star-,1,false,,,false
Hors,57.06,true,3,3,Hors 9,294,Y (Brown dwarf) Star,3849,false,true,1,0.0005,3849.3744705,3849.373989328161,Hors 9,Y (Brown dwarf) Star,9,3849,0.0496,V,12024,294,8,0.9259,Hors 9 e a,3841,Icy body,105,947.8662,-G (White-Yellow) Star-Y (Brown dwarf) Star-Y (Brown dwarf) Star-,1,false,,,false
Olgrea,74.12,false,3,3,Olgrea ABC 1,293,Class III gas giant,6169,true,false,1,0.0054,5514.1050510000005,5514.024654762264,Olgrea C,M (Red dwarf) Star,3,3477,0.588,V,4260,3281,2664,0.8596,Olgrea ABC 1 h,6141,Icy body,119,1851.0319,-M (Red dwarf) Star-M (Red dwarf) Star-K (Yellow-Orange) Star-,1,true,2875,V,false
Sosong,76.25,false,3,3,Sosong ABC 1,292,Class III gas giant,2894,true,false,1,0,2845.9752165,2845.9752165,Sosong C,M (Red dwarf) Star,6,1830,0.383,Va,866,2677,1036,0.9222,Sosong ABC 1 h,2866,Icy body,85,4534.8979,-K (Yellow-Orange) Star-M (Red dwarf) Star-M (Red dwarf) Star-,1,true,2677,Va,false
NLTT 16389,77.69,true,2,2,NLTT 16389 A 5,292,Helium-rich gas giant,4373,false,true,2,0.0032,4377.571263,4377.548849777756,NLTT 16389 A,M (Red dwarf) Star,2,0,0.6182,V,1442,3573,4389,0.6182,NLTT 16389 A 5 e,4389,Icy body,55,3008.8826,-M (Red dwarf) Star-M (Red dwarf) Star-,1,true,3182,Va,false
Dinuwa,64.43,true,1,1,Dinuwa,289,Y (Brown dwarf) Star,0,false,false,0,,0,0,Dinuwa,Y (Brown dwarf) Star,9,0,0.0523,V,10384,289,2053,0.0523,Dinuwa 6,2053,Icy body,20,1515.3704,-Y (Brown dwarf) Star-,0,false,,,false
Crucis Sector OI-T a3-1,55.13,true,1,1,Crucis Sector OI-T a3-1,288,Y (Brown dwarf) Star,0,false,false,0,,0,0,Crucis Sector OI-T a3-1,Y (Brown dwarf) Star,9,0,0.0492,V,2016,288,2075,0.0492,Crucis Sector OI-T a3-1 5 a,2075,Icy body,20,2436.8989,-Y (Brown dwarf) Star-,0,false,,,false
WISE 0359-5401,19.19,true,1,1,WISE 0359-5401,284,Y (Brown dwarf) Star,0,false,false,0,,0,0,WISE 0359-5401,Y (Brown dwarf) Star,9,0,0.0512,V,11222,284,3683,0.0512,WISE 0359-5401 6,3683,Icy body,20,6346.0845,-Y (Brown dwarf) Star-,0,false,,,false
LFT 682,32.19,false,1,1,LFT 682 9,283,Helium-rich gas giant,2204,false,true,1,0.0089,2184.6937905,2184.607263988952,LFT 682,M (Red dwarf) Star,2,0,0.6177,V,898,3532,2189,0.6177,LFT 682 9 h,2189,Icy body,39,7294.7578,-M (Red dwarf) Star-,1,true,3532,V,false
Tyche,58.24,true,1,1,Tyche 10,283,Helium-rich gas giant,2682,false,true,1,0.0014,2686.143915,2686.1412825776733,Tyche,M (Red dwarf) Star,2,0,0.5964,V,778,3463,2612,0.5964,Tyche 10 f,2612,Icy body,51,2549.063,-M (Red dwarf) Star-,1,true,3463,V,false
Piscium Sector PT-Q a5-6,72.28,true,1,1,Piscium Sector PT-Q a5-6,282,Y (Brown dwarf) Star,0,false,false,0,,0,0,Piscium Sector PT-Q a5-6,Y (Brown dwarf) Star,9,0,0.0454,V,368,282,3488,0.0454,Piscium Sector PT-Q a5-6 6,3488,Icy body,20,2672.7361,-Y (Brown dwarf) Star-,0,false,,,false
LTT 18046,54.38,false,1,1,LTT 18046 9,281,Class III gas giant,3530,false,true,1,0.0632,3673.7247104999997,3666.380500434027,LTT 18046,M (Red dwarf) Star,2,0,0.5937,V,1292,3471,3592,0.5937,LTT 18046 9 h,3592,Icy body,43,960.3053,-M (Red dwarf) Star-,0,true,3471,V,false
Rasalhague,46.68,false,1,1,Rasalhague 4,281,Class III gas giant,2184,false,true,1,0.0082,2173.865382,2173.792295417251,Rasalhague,A (Blue-White) Star,0,0,1.3869,IV,4074,7769,2175,1.3869,Rasalhague 4 h,2175,Rocky body,466,619.2616,-A (Blue-White) Star-,1,false,,,false
Kolitja,75.74,true,1,1,Kolitja,280,Y (Brown dwarf) Star,0,false,false,0,,0,0,Kolitja,Y (Brown dwarf) Star,9,0,0.0455,V,12272,280,4841,0.0455,Kolitja 5 a,4841,Icy body,20,1722.6895,-Y (Brown dwarf) Star-,1,false,,,false
Tascheter Sector BL-O a6-3,54.57,true,1,1,Tascheter Sector BL-O a6-3,279,Y (Brown dwarf) Star,0,false,false,0,,0,0,Tascheter Sector BL-O a6-3,Y (Brown dwarf) Star,9,0,0.0517,V,410,279,3429,0.0517,Tascheter Sector BL-O a6-3 7,3429,Icy body,20,3352.311,-Y (Brown dwarf) Star-,0,false,,,false
BD+29 2405,61.38,false,2,2,BD+29 2405 B 1,279,Class III gas giant,13608,false,true,2,0.0131,1198.111005,1198.0081966742925,Gl 509 B,K (Yellow-Orange) Star,2,13651,0.6406,V,11844,3573,63,0.6406,BD+29 2405 B 1 h,13588,Rocky body,117,932.9155,-K (Yellow-Orange) Star-K (Yellow-Orange) Star-,1,false,,,false
LP 1-52,66.57,true,1,1,LP 1-52 4,279,Class III gas giant,2782,false,true,1,0,2781.7033724999997,2781.7033724999997,LP 1-52,M (Red dwarf) Star,2,0,0.5935,V,3404,3452,2804,0.5935,LP 1-52 4 f a,2804,Icy body,55,633.2581,-M (Red dwarf) Star-,1,true,3452,V,false
Crucis Sector CB-O a6-2,78.90,true,1,1,Crucis Sector CB-O a6-2,278,Y (Brown dwarf) Star,0,false,false,0,,0,0,Crucis Sector CB-O a6-2,Y (Brown dwarf) Star,9,0,0.046,V,322,278,2573,0.046,Crucis Sector CB-O a6-2 7,2573,Icy body,20,2731.9565,-Y (Brown dwarf) Star-,0,false,,,false
Gyllembo,61.04,true,2,2,Gyllembo,278,Y (Brown dwarf) Star,0,false,false,0,,0,0,Gyllembo,Y (Brown dwarf) Star,9,0,0.0438,V,8122,278,7913,0.0438,Gyllembo 6,7913,Icy body,20,2585.8459,-Y (Brown dwarf) Star-Y (Brown dwarf) Star-,0,false,,,false
Gyllembo,61.04,true,2,2,Gyllembo Col 285 Sector TQ-N a36-4,278,Y (Brown dwarf) Star,0,false,false,0,,0,0,Gyllembo,Y (Brown dwarf) Star,9,0,0.0438,V,8122,278,7913,0.0438,Gyllembo Col 285 Sector TQ-N a36-4 6,7913,Icy body,20,2585.8459,-Y (Brown dwarf) Star-Y (Brown dwarf) Star-,0,false,,,false
Tascheter Sector ZZ-P a5-6,69.65,true,1,1,Tascheter Sector ZZ-P a5-6,275,Y (Brown dwarf) Star,0,false,false,0,,0,0,Tascheter Sector ZZ-P a5-6,Y (Brown dwarf) Star,9,0,0.0436,V,380,275,2114,0.0436,Tascheter Sector ZZ-P a5-6 6 a,2114,Icy body,20,1129.524,-Y (Brown dwarf) Star-,0,false,,,false
Core Sys Sector YO-R a4-0,38.07,true,1,1,Core Sys Sector YO-R a4-0,274,Y (Brown dwarf) Star,0,false,false,0,,0,0,Core Sys Sector YO-R a4-0,Y (Brown dwarf) Star,9,0,0.0442,V,6374,274,2043,0.0442,Core Sys Sector YO-R a4-0 6,2043,Icy body,20,2834.8069,-Y (Brown dwarf) Star-,0,false,,,false
Piscium Sector BM-L a8-1,68.24,true,1,1,Piscium Sector BM-L a8-1,273,Y (Brown dwarf) Star,0,false,false,0,,0,0,Piscium Sector BM-L a8-1,Y (Brown dwarf) Star,9,0,0.047,Vz,238,273,1183,0.047,Piscium Sector BM-L a8-1 5,1183,Icy body,20,2432.438,-Y (Brown dwarf) Star-,0,false,,,false
Piscium Sector VZ-O a6-2,57.09,true,1,1,Piscium Sector VZ-O a6-2,273,Y (Brown dwarf) Star,0,false,false,0,,0,0,Piscium Sector VZ-O a6-2,Y (Brown dwarf) Star,9,0,0.0499,V,600,273,2100,0.0499,Piscium Sector VZ-O a6-2 5,2100,Icy body,20,3362.1399,-Y (Brown dwarf) Star-,0,false,,,false
Col 285 Sector PQ-N a36-2,64.13,true,1,1,Col 285 Sector PQ-N a36-2,273,Y (Brown dwarf) Star,0,false,false,0,,0,0,Col 285 Sector PQ-N a36-2,Y (Brown dwarf) Star,9,0,0.0478,V,2726,273,1796,0.0478,Col 285 Sector PQ-N a36-2 6,1796,Icy body,20,4743.0776,-Y (Brown dwarf) Star-,0,false,,,false
Tascheter Sector GM-M a7-1,53.06,true,1,1,Tascheter Sector GM-M a7-1,273,Y (Brown dwarf) Star,0,false,false,0,,0,0,Tascheter Sector GM-M a7-1,Y (Brown dwarf) Star,9,0,0.0459,V,7028,273,2862,0.0459,Tascheter Sector GM-M a7-1 6,2862,Icy body,20,4882.2622,-Y (Brown dwarf) Star-,0,false,,,false
Hual,73.30,true,1,1,Hual 4,273,Class III gas giant,2771,false,true,1,0.0028,2777.960835,2777.949945372183,Hual,M (Red dwarf) Star,3,0,0.6,Va,1202,3278,2755,0.6,Hual 4 f,2755,Icy body,55,3385.0217,-M (Red dwarf) Star-,1,true,3278,Va,false
HR 244,61.18,false,3,3,HR 244 ABC 3,273,Class III gas giant,4118,true,false,1,0.0021,3399.022458,3399.0149631472173,HR 244 B,K (Yellow-Orange) Star,0,1779,0.7002,Va,3528,4046,2354,1.724,HR 244 ABC 3 h,4133,Rocky body,166,870.1591,-K (Yellow-Orange) Star-F (White) Star-M (Red dwarf) Star-,1,true,3177,Va,false
Crucis Sector UO-R a4-3,74.54,true,1,1,Crucis Sector UO-R a4-3,270,Y (Brown dwarf) Star,0,false,false,0,,0,0,Crucis Sector UO-R a4-3,Y (Brown dwarf) Star,9,0,0.0494,V,10794,270,996,0.0494,Crucis Sector UO-R a4-3 5 a,996,Icy body,20,1216.8048,-Y (Brown dwarf) Star-,0,false,,,false
LP 48-567,73.31,false,1,1,LP 48-567 4,267,Class III gas giant,796,false,true,2,0.145,0.0499005,0.04937313430244473,LP 48-567,M (Red dwarf) Star,5,0,0.5117,V,8594,2950,797,0.5117,LP 48-567 4 h,797,Icy body,81,1559.021,-M (Red dwarf) Star-,1,true,2950,V,false
Tascheter Sector QY-R a4-1,68.34,true,1,1,Tascheter Sector QY-R a4-1,266,Y (Brown dwarf) Star,0,false,false,0,,0,0,Tascheter Sector QY-R a4-1,Y (Brown dwarf) Star,9,0,0.0479,V,4796,266,1653,0.0479,Tascheter Sector QY-R a4-1 7,1653,Icy body,20,3259.4871,-Y (Brown dwarf) Star-,0,false,,,false
Volkova,69.32,true,2,2,Volkova,265,Y (Brown dwarf) Star,0,false,false,0,,0,0,Volkova,Y (Brown dwarf) Star,9,0,0.0456,V,334,265,337,0.0456,Volkova Col 285 Sector ZW-L a37-0 1,337,Icy body,20,5012.4678,-Y (Brown dwarf) Star-Y (Brown dwarf) Star-,0,false,,,false
Tascheter Sector ZZ-P a5-4,68.52,true,1,1,Tascheter Sector ZZ-P a5-4,262,Y (Brown dwarf) Star,0,false,false,0,,0,0,Tascheter Sector ZZ-P a5-4,Y (Brown dwarf) Star,9,0,0.0498,V,3956,262,1530,0.0498,Tascheter Sector ZZ-P a5-4 7,1530,Icy body,20,1967.3806,-Y (Brown dwarf) Star-,0,false,,,false
Lalande 2682,77.46,false,2,2,Lalande 2682 A 1,262,Class III gas giant,851,false,true,2,0.0001,850.8534255000001,850.8534212457329,Lalande 2682 A,K (Yellow-Orange) Star,0,0,0.8784,V,10648,5101,857,0.8784,Lalande 2682 A 1 h,857,Rocky body,167,811.6153,-K (Yellow-Orange) Star-K (Yellow-Orange) Star-,1,false,,,false
LP 931-40,72.50,false,1,1,LP 931-40 6,262,Class III gas giant,1684,false,true,1,0.0044,1677.0061035,1676.9898700023477,LP 931-40,M (Red dwarf) Star,3,0,0.5694,V,5288,3277,1624,0.5694,LP 931-40 6 h,1624,Icy body,58,2506.551,-M (Red dwarf) Star-,1,true,3277,V,false
Core Sys Sector ZP-P a5-0,42.45,true,1,1,Core Sys Sector ZP-P a5-0,261,Y (Brown dwarf) Star,0,false,false,0,,0,0,Core Sys Sector ZP-P a5-0,Y (Brown dwarf) Star,9,0,0.0442,V,256,261,808,0.0442,Core Sys Sector ZP-P a5-0 5,808,Icy body,20,1438.6531,-Y (Brown dwarf) Star-,0,false,,,false
Alrai Sector QC-V a2-3,52.52,true,1,1,Alrai Sector QC-V a2-3,261,Y (Brown dwarf) Star,0,false,false,0,,0,0,Alrai Sector QC-V a2-3,Y (Brown dwarf) Star,9,0,0.0516,V,4064,261,2770,0.0516,Alrai Sector QC-V a2-3 6,2770,Icy body,20,2928.0459,-Y (Brown dwarf) Star-,0,false,,,false
Alrai Sector CK-R a4-3,61.86,true,1,1,Alrai Sector CK-R a4-3,261,Y (Brown dwarf) Star,0,false,false,0,,0,0,Alrai Sector CK-R a4-3,Y (Brown dwarf) Star,9,0,0.0461,V,12596,261,690,0.0461,Alrai Sector CK-R a4-3 4 a,690,Icy body,20,1162.621,-Y (Brown dwarf) Star-,0,false,,,false
Perkele,63.54,true,1,1,Perkele 6,258,Class III gas giant,1516,false,true,1,0.0001,1516.076991,1516.0769834196146,Perkele,K (Yellow-Orange) Star,0,0,0.6898,V,12006,4082,1511,0.6898,Perkele 6 f,1511,Icy body,79,1906.8253,-K (Yellow-Orange) Star-,1,false,,,false
LTT 5131,57.19,false,1,1,LTT 5131 3,244,Class II gas giant,2211,false,true,1,0.0003,2210.0432444999997,2210.0431450480514,LTT 5131,M (Red dwarf) Star,3,0,0.5829,V,3550,3336,2220,0.5829,LTT 5131 3 h,2220,Icy body,55,2835.5134,-M (Red dwarf) Star-,1,true,3336,V,false
Parcae,58.23,true,1,1,Parcae 7,244,Gas giant with water-based life,6359,false,true,1,0.0015,6349.5891225000005,6349.58197920822,Parcae,M (Red dwarf) Star,2,0,0.5879,V,858,3452,6377,0.5879,Parcae 7 e a,6377,Icy body,41,990.8533,-M (Red dwarf) Star-,1,true,3452,V,false
Berkanan,76.79,true,1,1,Berkanan 2,243,Gas giant with water-based life,1280,false,true,1,0.0014,1279.0995165,1279.0982629818595,Berkanan,K (Yellow-Orange) Star,0,0,0.7533,V,10826,4472,1266,0.7533,Berkanan 2 f a,1266,Icy body,96,559.1971,-K (Yellow-Orange) Star-,1,false,,,false
LP 715-52,36.22,true,1,1,LP 715-52 3,242,Gas giant with water-based life,1156,false,true,1,0.0018,1157.9411025,1157.9392266338946,LP 715-52,M (Red dwarf) Star,5,0,0.4991,V,8524,2892,1151,0.4991,LP 715-52 3 f,1151,Icy body,55,2008.2179,-M (Red dwarf) Star-,1,true,2892,V,false
Walgal,71.88,false,2,2,Walgal 4,242,Class II gas giant,1264,false,true,1,0.0013,1265.3269785,1265.3259092982514,Walgal 5,Y (Brown dwarf) Star,9,1825,0.0508,V,2908,269,574,0.508,Walgal 4 h,1251,Icy body,67,2988.0583,-Y (Brown dwarf) Star-M (Red dwarf) Star-,1,true,3177,Va,false
Moirai,57.94,false,1,1,Moirai 7,238,Gas giant with water-based life,2029,false,true,1,0.0011,2027.3076135000001,2027.3063869785228,Moirai,K (Yellow-Orange) Star,0,0,0.7185,V,3192,4126,2071,0.7185,Moirai 7 h,2071,Icy body,118,2144.2002,-K (Yellow-Orange) Star-,1,false,,,false
Yorua,77.17,true,1,1,Yorua 12,238,Gas giant with water-based life,1447,false,true,1,0.0073,1451.605545,1451.5668664549517,Yorua,M (Red dwarf) Star,4,0,0.5815,Va,484,3174,1452,0.5815,Yorua 12 f,1452,Icy body,115,1440.2675,-M (Red dwarf) Star-,1,true,3174,Va,false
Nervir,63.55,true,3,3,Nervir BC 6,238,Class II gas giant,28167,true,false,2,0.0002,1780.6993424999998,1780.6993068860127,Nervir B,M (Red dwarf) Star,7,27616,0.4635,Va,2728,2558,556,0.612,Nervir BC 6 f,28172,Icy body,63,3262.7285,-M (Red dwarf) Star-M (Red dwarf) Star-L (Brown dwarf) Star-,1,true,2558,Va,false
G 122-60,77.64,true,1,1,G 122-60 8,236,Class II gas giant,1255,false,true,1,0.0008,1253.9995649999998,1253.9991637200749,G 122-60,M (Red dwarf) Star,4,0,0.5687,V,6158,3183,1261,0.5687,G 122-60 8 f a,1261,Icy body,205,1237.2981,-M (Red dwarf) Star-,1,true,3183,V,false
Atarapa,56.68,false,2,2,Atarapa A 2,235,Class II gas giant,2675,false,true,2,0.0057,2687.740731,2687.6970682971714,Atarapa A,G (White-Yellow) Star,0,0,1.0025,V,7288,6041,2661,1.0025,Atarapa A 2 h,2661,Rocky body,123,1210.1866,-G (White-Yellow) Star-M (Red dwarf) Star-,1,true,3128,Va,false
LHS 145,41.28,false,2,2,LHS 145 A 5,235,Gas giant with water-based life,2807,false,true,2,0.0035,2813.6396925,2813.6224589041053,LHS 145 A,White Dwarf (DA) Star,0,0,0.0048,VII,9656,5519,2806,0.8403,LHS 145 A 5 h,2806,Icy body,22,3487.0002,-White Dwarf (DA) Star-K (Yellow-Orange) Star-,1,false,,,false
LHS 2429,28.93,true,1,1,LHS 2429 3,235,Class II gas giant,723,false,true,1,0.0033,720.3137175,720.3097953811302,LHS 2429,M (Red dwarf) Star,5,0,0.4978,V,8926,2930,725,0.4978,LHS 2429 3 f,725,Icy body,117,1444.0529,-M (Red dwarf) Star-,1,true,2930,V,false
L 119-33,60.79,false,1,1,L 119-33 8,233,Gas giant with water-based life,2909,false,true,1,0.0179,2961.9439785,2961.469422248737,L 119-33,M (Red dwarf) Star,3,0,0.5905,V,4152,3343,2930,0.5905,L 119-33 8 h,2930,Icy body,29,2432.8259,-M (Red dwarf) Star-,1,true,3343,V,false
Labe,71.84,true,1,1,Labe 6,233,Class II gas giant,2303,false,true,2,0.0758,0.399204,0.39805550668094336,Labe,F (White) Star,0,0,0.9613,VI,716,6317,2306,0.9613,Labe 6 f,2306,Rocky body,174,1298.9976,-F (White) Star-,1,false,,,false
Baudu,49.95,true,2,2,Baudu AB 7,232,Gas giant with water-based life,2372,true,false,1,0.0003,2366.581113,2366.5810065038477,Baudu B,M (Red dwarf) Star,5,33,0.5407,Va,8822,3085,2327,0.63,Baudu AB 7 e a,2360,Icy body,159,820.4428,-M (Red dwarf) Star-M (Red dwarf) Star-,1,true,3040,Va,false
Mombaluma,33.06,true,3,3,Mombaluma ABC 2,232,Class II gas giant,1217,true,false,1,0.0008,1220.3167275,1220.3163369985848,Mombaluma C,M (Red dwarf) Star,5,132,0.4786,Va,2094,2897,1084,0.6681,Mombaluma ABC 2 f,1216,Icy body,102,2487.1355,-M (Red dwarf) Star-M (Red dwarf) Star-K (Yellow-Orange) Star-,1,true,2771,Va,false
LP 128-9,45.33,false,2,2,LP 128-9 A 8,231,Class II gas giant,1797,false,true,2,0.0001,1796.6675025,1796.6674935166623,LP 128-9 A,M (Red dwarf) Star,4,0,0.5766,V,5182,3192,1805,0.5766,LP 128-9 A 8 h,1805,Icy body,199,2016.0754,-L (Brown dwarf) Star-M (Red dwarf) Star-,1,true,3192,V,false
Eos,54.52,false,2,2,Eos A 5,229,Gas giant with water-based life,3109,false,true,2,0.0243,3038.0422409999996,3037.1451417669687,Eos A,K (Yellow-Orange) Star,0,0,0.9531,V,2442,5484,3114,0.9531,Eos A 5 h,3114,Icy body,87,1996.3308,-K (Yellow-Orange) Star-M (Red dwarf) Star-,1,true,2147,VI,false
FT Piscium,38.67,false,2,2,FT Piscium A 6,228,Gas giant with water-based life,2087,false,true,2,0.0167,2072.667168,2072.3781247725365,FT Piscium A,M (Red dwarf) Star,4,0,0.5647,V,5290,3204,2068,0.5647,FT Piscium A 6 h,2068,Icy body,43,3155.769,-M (Red dwarf) Star-M (Red dwarf) Star-,1,true,2334,Va,false
14 Geminorum,58.77,false,2,2,14 Geminorum A 5,228,Class II gas giant,1847,false,true,2,0.0009,1847.7656145,1847.7648661547746,14 Geminorum A,K (Yellow-Orange giant) Star,0,0,0.5678,III,3538,4329,1850,0.5678,14 Geminorum A 5 h,1850,Icy body,80,1820.8867,-M (Red dwarf) Star-K (Yellow-Orange giant) Star-,1,true,2184,Va,false
Exbeur,56.07,true,1,1,Exbeur 7,227,Gas giant with water-based life,5360,false,true,1,0.0002,5360.1620084999995,5360.1619012967585,Exbeur,G (White-Yellow) Star,0,0,0.9581,V,12898,5372,5370,0.9581,Exbeur 7 f a,5370,Icy body,171,901.5969,-G (White-Yellow) Star-,1,false,,,false
LHS 3531,20.22,false,2,2,LHS 3531 4,227,Class II gas giant,5127,false,true,1,0.0641,4920.3390015,4910.220227725141,LHS 3531 3,Y (Brown dwarf) Star,9,2716,0.0471,V,5632,299,2314,0.5936,LHS 3531 4 h,5030,Icy body,31,1878.9821,-M (Red dwarf) Star-Y (Brown dwarf) Star-,1,true,3351,V,false
Corbenic,36.33,false,1,1,Corbenic 4,226,Class II gas giant,2782,false,true,2,0.1435,10.379304,10.27188149416344,Corbenic,K (Yellow-Orange) Star,0,0,0.8044,V,11734,4836,2767,0.8044,Corbenic 4 h,2767,Icy body,75,1643.9856,-K (Yellow-Orange) Star-,1,false,,,false
LP 840-15,56.41,true,1,1,LP 840-15 7,225,Gas giant with water-based life,3856,false,true,1,0.0032,3844.633923,3844.614238423922,LP 840-15,M (Red dwarf) Star,5,0,0.5082,V,1764,2855,3844,0.5082,LP 840-15 7 e,3844,Icy body,35,2516.603,-M (Red dwarf) Star-,1,true,2855,V,false
Kappa-1 Ceti,29.84,false,1,1,Kappa-1 Ceti 1,224,Class II gas giant,3488,false,true,2,0.1306,36.227762999999996,35.91747733976698,Kappa-1 Ceti,G (White-Yellow) Star,0,0,0.986,V,8230,5650,3488,0.986,Kappa-1 Ceti 1 h,3488,Rocky body,105,1276.2307,-G (White-Yellow) Star-,1,false,,,false
Achelous,79.57,false,1,1,Achelous 2,221,Gas giant with water-based life,359,false,true,1,0.0001,359.383401,359.38339920308294,Achelous,G (White-Yellow) Star,0,0,0.8409,V,1956,4651,355,0.8409,Achelous 2 h,355,Rocky body,218,526.6759,-G (White-Yellow) Star-,1,false,,,false
LTT 1349,75.09,true,1,1,LTT 1349 5,221,Class II gas giant,1131,false,true,1,0.0009,1131.443937,1131.4434787651128,LTT 1349,M (Red dwarf) Star,1,0,0.6287,V,10656,3688,1136,0.6287,LTT 1349 5 f,1136,Icy body,136,2191.5281,-M (Red dwarf) Star-,1,true,3688,V,false
BD-12 6174,72.50,true,1,1,BD-12 6174 14,219,Gas giant with water-based life,1369,false,true,1,0.0138,1350.30753,1350.1789475948935,BD-12 6174,M (Red dwarf) Star,2,0,0.5909,V,504,3498,1387,0.5909,BD-12 6174 14 g,1387,Icy body,116,1491.3402,-M (Red dwarf) Star-,1,true,3498,V,false
LP 861-12,66.52,false,1,1,LP 861-12 10,219,Gas giant with water-based life,3820,false,true,1,0.0066,3797.6775525,3797.5948381821377,LP 861-12,M (Red dwarf) Star,2,0,0.5888,V,1604,3467,3864,0.5888,LP 861-12 10 h,3864,Icy body,43,1925.5249,-M (Red dwarf) Star-,1,true,3467,V,false
Eta Crucis,64.42,false,7,7,Eta Crucis C 4,218,Gas giant with water-based life,25641,false,true,2,0.0001,1841.4781515,1841.4781422926092,Eta Crucis C,G (White-Yellow) Star,0,24538,1.0327,Vab,1664,5733,1112,1.4027,Eta Crucis C 4 h,25650,Rocky body,192,926.1116,-F (White) Star-K (Yellow-Orange) Star-Y (Brown dwarf) Star-Y (Brown dwarf) Star-Y (Brown dwarf) Star-Y (Brown dwarf) Star-G (White-Yellow) Star-,1,false,,,false
Timbalderis,72.20,false,4,4,Timbalderis AB 4,217,Class II gas giant,2860,true,false,2,0.0001,2951.1654705,2951.1654557441725,Timbalderis AB 3,Y (Brown dwarf) Star,9,2045,0.0561,V,682,324,811,0.9459,Timbalderis AB 4 h,2856,Icy body,90,1773.5612,-K (Yellow-Orange) Star-M (Red dwarf) Star-M (Red dwarf) Star-Y (Brown dwarf) Star-,1,true,2752,Va,true
Parjanya,63.93,false,3,3,Parjanya A 4,211,Class II gas giant,3215,false,true,2,0.0655,3431.9068875000003,3424.5371051894504,Parjanya A,G (White-Yellow) Star,0,0,0.8789,V,11174,5128,3215,0.8789,Parjanya A 4 h,3215,Rocky body,108,902.0222,-M (Red dwarf) Star-G (White-Yellow) Star-G (White-Yellow) Star-,1,true,2453,Va,false
59 Virginis,57.26,false,2,2,59 Virginis 8,210,Gas giant with water-based life,3819,false,true,2,0.103,3.4431344999999998,3.4248216933953843,59 Virginis 5,Y (Brown dwarf) Star,9,1578,0.0762,V,4504,403,2222,1.1104,59 Virginis 8 h,3800,Icy body,372,8383.6562,-G (White-Yellow) Star-Y (Brown dwarf) Star-,1,false,,,true
Lalande 15394,67.47,true,1,1,Lalande 15394 3,209,Class II gas giant,1696,false,true,1,0.0003,1695.4692885,1695.4692122038803,Lalande 15394,K (Yellow-Orange) Star,0,0,0.8492,V,8190,4902,1713,0.8492,Lalande 15394 3 f,1713,Icy body,91,2434.2913,-K (Yellow-Orange) Star-,1,false,,,false
