===== PARAMETERS =====
Total rows : 5415
Reference system: Sol
Area of search : 1000 ly
Gas types Class I gas giant +Class II gas giant +Class III gas giant +Class IV gas giant +Class V gas giant +Gas giant with ammonia-based life +Gas giant with water-based life +Hellium-rich gas giant
Ref star types : M (Red giant) Star + M (Red dwarf) Star + M (Red super giant) Star + T Tauri Star
==========
System name,Distance from Sol (ly),System stars count,System suitable stars count,Gas Body Name,Gas Body Surface Temperature (K),Gas Sub Type,Gas distance from arrival (ls),Gas has multiple stars ?,Gas star as orbit center ?,Gas orbit centers count,Gas orbital eccentricity,Gas semi major axis (ls),Gas semi minor axis (ls),Ref Star Name,Ref Star Sub Type,Ref Star Temp Class,Ref Star Distance from arrival (ls),Ref Star Radius,Ref Star Luminosity,Ref Star Age,Ref Star Temperature,Biggest Suitable Star Radius,Has T Tauri Star ?,8th Moon Name,8th Moon Distance from arrival (ls),8th Moon Sub Type,8th Moon Surface Temperature (K),8th Moon Radius
Col 359 Sector OQ-B b15-9,465.65,2,2,Col 359 Sector OQ-B b15-9 B 2,45,Class I gas giant,32644.4004,false,false,0,0.0012,1305.3471795,1305.3462396496925,Col 359 Sector OQ-B b15-9 B,M (Red dwarf) Star,9,33532.6484,0.3779,Va,1936,0.3779,false,2268,Col 359 Sector OQ-B b15-9 B 2 h,32648.5801,Icy body,40,596.9619
Wredguia VK-D b43-0,686.24,1,1,Wredguia VK-D b43-0 5,45,Class I gas giant,939,false,false,0,0.0009,939.3769125,939.3765320522734,Wredguia VK-D b43-0,M (Red dwarf) Star,9,0,0.3864,,11732,0.3864,false,2080,Wredguia VK-D b43-0 5 h,945,Icy body,36,1166.3065
Synuefe JJ-R b24-0,672.23,4,3,Synuefe JJ-R b24-0 ABC 8,45,Class I gas giant,6923,true,false,0,0.0165,6853.6839735,6852.750952261026,Synuefe JJ-R b24-0 B,M (Red dwarf) Star,4,43,0.5322,,8574,0.5322,false,3179,Synuefe JJ-R b24-0 ABC 8 h,6907,Icy body,31,1336.9125
Praea Euq NT-Y c1-1,592.10,3,2,Praea Euq NT-Y c1-1 C 9,45,Class I gas giant,230746,false,false,0,0.0003,1983.844278,1983.8441887270053,Praea Euq NT-Y c1-1 C,M (Red dwarf) Star,6,231394,0.4235,,462,0.4937,false,2672,Praea Euq NT-Y c1-1 C 9 h,230740,Icy body,39,751.762
Ophiuchus Dark Region B Sector TK-N b7-1,586.95,1,1,Ophiuchus Dark Region B Sector TK-N b7-1 13,45,Class I gas giant,1349.1335,false,false,0,0.0005,1348.511112,1348.5109434361004,Ophiuchus Dark Region B Sector TK-N b7-1,M (Red dwarf) Star,8,0,0.4284,,8232,0.4284,false,2418,Ophiuchus Dark Region B Sector TK-N b7-1 13 h,1343.1616,Icy body,37,763.5392
Col 359 Sector DO-L b23-3,842.65,1,1,Col 359 Sector DO-L b23-3 5,45,Class I gas giant,1398.7722,false,false,0,0.0032,1402.802856,1402.7956736309902,Col 359 Sector DO-L b23-3,M (Red dwarf) Star,7,0,0.4454,Va,13024,0.4454,false,2529,Col 359 Sector DO-L b23-3 5 h,1392.8109,Icy body,38,774.0276
Synuefe RX-E b30-1,891.45,2,2,Synuefe RX-E b30-1 B 5,45,Class I gas giant,100101.3906,false,false,0,0.0008,2209.7438415,2209.7431343818575,Synuefe RX-E b30-1 B,M (Red dwarf) Star,7,101049.9844,0.4474,Va,950,0.6074,false,2548,Synuefe RX-E b30-1 B 5 g a,100089.6641,Icy body,38,584.0694
Wregoe TU-C b40-3,681.76,1,1,Wregoe TU-C b40-3 5,45,Class I gas giant,2520.3853,false,false,0,0.0131,2490.8832585,2490.6695190916557,Wregoe TU-C b40-3,M (Red dwarf) Star,5,0,0.5393,,12082,0.5393,false,2870,Wregoe TU-C b40-3 5 h,2511.8889,Icy body,36,811.5725
Synuefe AV-D b32-2,436.47,1,1,Synuefe AV-D b32-2 16,45,Class I gas giant,1709,false,false,0,0.0003,1708.393518,1708.39344112229,Synuefe AV-D b32-2,M (Red dwarf) Star,6,0,0.5073,Va,356,0.5073,false,2745,Synuefe AV-D b32-2 16 h,1712,Icy body,40,853.0637
Praea Euq VG-R b6-0,508.22,2,2,Praea Euq VG-R b6-0 AB 3,45,Class I gas giant,1876.8793,true,false,0,0.0003,2154.8532915,2154.8531945315995,Praea Euq VG-R b6-0 B,M (Red dwarf) Star,9,669.4749,0.3813,VI,12908,0.4873,false,2165,Praea Euq VG-R b6-0 AB 3 h,1872.843,Icy body,39,789.9589
IC 2602 Sector ZF-V b3-8,496.22,1,1,IC 2602 Sector ZF-V b3-8 6,45,Class I gas giant,1520.0502,false,false,0,0.1921,23.353434,22.918484613138332,IC 2602 Sector ZF-V b3-8,M (Red dwarf) Star,9,0,0.3906,,5160,0.3906,false,2199,IC 2602 Sector ZF-V b3-8 6 h,1519.7111,Icy body,31,798.3956
Synuefe VW-P b52-3,282.70,3,1,Synuefe VW-P b52-3 AB 2,45,Class I gas giant,1724.713,true,false,2,0.0014,1707.8446124999998,1707.8429388114596,Synuefe VW-P b52-3 A,M (Red dwarf) Star,6,0,0.4504,Va,460,0.4504,false,2632,Synuefe VW-P b52-3 AB 2 h,1730.0656,Icy body,39,622.4913
Wredguia BF-Y b43-1,862.88,1,1,Wredguia BF-Y b43-1 5,45,Class I gas giant,1788.7134,false,false,0,0.0754,2.7445275,2.736714841138033,Wredguia BF-Y b43-1,M (Red dwarf) Star,6,0,0.4499,Va,422,0.4499,false,2707,Wredguia BF-Y b43-1 5 h,1784.0582,Icy body,37,813.9539
Praea Euq EB-O b6-5,374.18,4,2,Praea Euq EB-O b6-5 ABCD 5,44,Class I gas giant,2791.4402,true,false,1,0.0086,2711.5432695,2711.44299477578,Praea Euq EB-O b6-5 B,M (Red dwarf) Star,9,7.0702,0.3806,Va,7016,0.5411,false,2305,Praea Euq EB-O b6-5 ABCD 5 h,2796.3872,Icy body,35,1065.246
Col 285 Sector PN-R b5-2,268.80,1,1,Col 285 Sector PN-R b5-2 8,44,Class I gas giant,1507.2444,false,false,0,0.0005,1506.5459955,1506.5458071817388,Col 285 Sector PN-R b5-2,M (Red dwarf) Star,6,0,0.4131,Va,10898,0.4131,false,2635,Col 285 Sector PN-R b5-2 8 h,1505.6399,Icy body,37,765.6962
Col 285 Sector NC-M c7-12,240.60,4,2,Col 285 Sector NC-M c7-12 CD 6,44,Class I gas giant,255138.5156,true,false,2,0.0042,1779.4019295,1779.3862351057692,Col 285 Sector NC-M c7-12 C,M (Red dwarf) Star,9,254842.1719,0.3934,Va,7996,0.4117,false,2375,Col 285 Sector NC-M c7-12 CD 6 h,255137.3281,Icy body,36,888.9168
Col 285 Sector FZ-J b24-2,213.09,2,1,Col 285 Sector FZ-J b24-2 AB 2,44,Class I gas giant,4473.833,true,false,0,0.0035,4271.6325015,4271.606337670802,Col 285 Sector FZ-J b24-2 A,M (Red dwarf) Star,1,0,0.6555,Va,5478,0.6555,false,3654,Col 285 Sector FZ-J b24-2 AB 2 h,4555,Icy body,38,1014.5574
Wredguia YO-X b28-1,830.81,1,1,Wredguia YO-X b28-1 12,44,Class I gas giant,2519,false,false,0,0.0027,2512.1408715,2512.131714729835,Wredguia YO-X b28-1,M (Red dwarf) Star,4,0,0.5144,,384,0.5144,false,3249,Wredguia YO-X b28-1 12 h,2520,Icy body,39,656.7664
Synuefe XS-G b44-3,663.74,1,1,Synuefe XS-G b44-3 9,44,Class I gas giant,1620,false,false,0,0.0002,1620.0696329999998,1620.069600598607,Synuefe XS-G b44-3,M (Red dwarf) Star,6,0,0.4584,,696,0.4584,false,2642,Synuefe XS-G b44-3 9 h,1615,Icy body,38,592.3323
Synuefe PY-Y b33-2,398.94,1,1,Synuefe PY-Y b33-2 4,44,Class I gas giant,1769.3361,false,false,0,0.0003,1769.371929,1769.3718493782612,Synuefe PY-Y b33-2,M (Red dwarf) Star,6,0,0.5076,,12878,0.5076,false,2745,Synuefe PY-Y b33-2 4 h,1766,Icy body,39,787.6087
Col 285 Sector UR-F a13-0,357.34,1,1,Col 285 Sector UR-F a13-0 3,44,Class I gas giant,860,false,false,0,0.0015,861.1329285,861.1319597249105,Col 285 Sector UR-F a13-0,M (Red dwarf) Star,9,0,0.3619,VI,2042,0.3619,false,2133,Col 285 Sector UR-F a13-0 3 h,863,Icy body,37,678.546
Praea Euq QK-L b9-0,533.68,1,1,Praea Euq QK-L b9-0 7,44,Class I gas giant,2650,false,false,0,0.0002,2649.5668485,2649.5667955086624,Praea Euq QK-L b9-0,M (Red dwarf) Star,3,0,0.5132,,11280,0.5132,false,3297,Praea Euq QK-L b9-0 7 h,2659,Icy body,39,651.4916
Synuefe SY-I b29-4,895.03,1,1,Synuefe SY-I b29-4 4,44,Class I gas giant,3138.9729,false,false,0,0.0014,3135.1486139999997,3135.1455415528526,Synuefe SY-I b29-4,M (Red dwarf) Star,4,0,0.6066,Va,1446,0.6066,false,3202,Synuefe SY-I b29-4 4 h,3131.7397,Icy body,38,590.1854
Wregoe FL-Q b46-8,329.17,3,1,Wregoe FL-Q b46-8 BC 1,44,Class I gas giant,105082.7031,true,false,2,0.0011,1006.5928859999999,1006.5922770111198,Wregoe FL-Q b46-8 A,M (Red dwarf) Star,5,0,0.4772,Va,3496,0.4772,false,3029,Wregoe FL-Q b46-8 BC 1 h,105077.9062,Icy body,35,756.6946
Synuefai NZ-Y b33-2,810.60,3,1,Synuefai NZ-Y b33-2 BC 1,44,Class I gas giant,37222,true,false,0,0.0001,1003.5988560000001,1003.5988509820057,Synuefai NZ-Y b33-2 A,M (Red dwarf) Star,8,0,0.4878,,7352,0.4878,false,2465,Synuefai NZ-Y b33-2 BC 1 h,37221,Icy body,39,601.0474
Wregoe SA-Z b42-1,751.85,2,1,Wregoe SA-Z b42-1 AB 3,44,Class I gas giant,5462,true,false,0,0.1538,5196.2887665,5134.463316435034,Wregoe SA-Z b42-1 B,M (Red dwarf) Star,9,1907,0.3855,,10796,0.3855,false,2197,Wregoe SA-Z b42-1 AB 3 h,5475,Icy body,36,908.4169
Synuefe ZT-I c25-13,686.74,2,2,Synuefe ZT-I c25-13 B 13,44,Class I gas giant,100899.6875,false,false,0,0.0041,1289.8780245,1289.8671830296428,Synuefe ZT-I c25-13 B,T Tauri Star,9,101841.6797,0.4405,,204,0.7995,true,1846,Synuefe ZT-I c25-13 B 13 h,100906.2812,Icy body,38,822.6512
Praea Euq GW-W b2-2,866.03,1,1,Praea Euq GW-W b2-2 4,44,Class I gas giant,1475,false,false,0,0.0011,1473.960969,1473.9600772533443,Praea Euq GW-W b2-2,M (Red dwarf) Star,8,0,0.4777,,1598,0.4777,false,2407,Praea Euq GW-W b2-2 4 h,1482,Icy body,37,679.1372
Wregoe TK-L b35-3,572.59,1,1,Wregoe TK-L b35-3 3,44,Class I gas giant,1632.3646,false,true,1,0.0075,1628.7523199999998,1628.7065106967975,Wregoe TK-L b35-3,M (Red dwarf) Star,6,0,0.445,Va,11340,0.445,false,2659,Wregoe TK-L b35-3 3 h,1634.1146,Icy body,37,655.0956
Synuefe RS-T b23-5,944.87,3,2,Synuefe RS-T b23-5 C 12,44,Class I gas giant,47684.7188,false,false,0,0.0002,1113.8789610000001,1113.8789387224206,Synuefe RS-T b23-5 B,M (Red dwarf) Star,9,1288.053,0.4392,,12957,0.5037,false,2207,Synuefe RS-T b23-5 C 12 h,47685.8125,Icy body,38,808.7729
Praea Euq MA-B b3,930.54,2,2,Praea Euq MA-B b3 AB 2,44,Class I gas giant,2570.6006,true,false,0,0.0011,2205.502299,2205.500964670706,Praea Euq MA-B b3 B,T Tauri Star,9,1234.5975,0.3313,VI,202,0.5551,true,1857,Praea Euq MA-B b3 AB 2 h,2568.4033,Icy body,34,884.9468
Wredguia SQ-Q b46-1,664.73,1,1,Wredguia SQ-Q b46-1 4,44,Class I gas giant,1475.4078,false,false,0,0.003,1471.366143,1471.3595218374587,Wredguia SQ-Q b46-1,M (Red dwarf) Star,9,0,0.4575,Va,2694,0.4575,false,2360,Wredguia SQ-Q b46-1 4 h,1474.7485,Icy body,35,844.6086
Chamaeleon Sector KX-T b3-5,567.50,2,1,Chamaeleon Sector KX-T b3-5 A 8,44,Class I gas giant,1505.2465,false,false,0,0.0037,1509.7396275,1509.729293296881,Chamaeleon Sector KX-T b3-5 A,M (Red dwarf) Star,7,0,0.4028,Va,2428,0.4028,false,2554,Chamaeleon Sector KX-T b3-5 A 8 h,1513.1945,Icy body,38,776.4702
Col 359 Sector TL-K b23-1,633.57,3,2,Col 359 Sector TL-K b23-1 ABC 6,44,Class I gas giant,4989.8071,true,false,0,0.0082,5048.9824905,5048.81274085513,Col 359 Sector TL-K b23-1 C,M (Red dwarf) Star,6,670.7034,0.4901,Va,1692,0.6328,false,2752,Col 359 Sector TL-K b23-1 ABC 6 h,5001.7397,Icy body,34,657.2655
Swoilz ZM-V b21-0,743.28,3,1,Swoilz ZM-V b21-0 AB 2,44,Class I gas giant,1428.4731,true,false,0,0.003,1451.006739,1451.000209454983,Swoilz ZM-V b21-0 A,M (Red dwarf) Star,9,0,0.337,Va,4880,0.337,false,2296,Swoilz ZM-V b21-0 AB 2 h,1433.7609,Icy body,36,863.1437
Wregoe SY-L b51-0,503.64,3,2,Wregoe SY-L b51-0 A 4,44,Class I gas giant,3319,false,false,0,0.001,3316.38723,3316.3855718059704,Wregoe SY-L b51-0 A,M (Red dwarf) Star,5,0,0.4665,,3814,0.4665,false,2830,Wregoe SY-L b51-0 A 4 h,3313,Icy body,31,1645.4086
Synuefe TK-S b51-4,414.42,4,1,Synuefe TK-S b51-4 ABC 5,44,Class I gas giant,2056,true,false,0,0.0028,1906.498503,1906.4910295112202,Synuefe TK-S b51-4 A,M (Red dwarf) Star,7,0,0.4469,,380,0.4469,false,2500,Synuefe TK-S b51-4 ABC 5 h,2063,Icy body,39,505.9482
Synuefai UH-J b55-2,660.32,1,1,Synuefai UH-J b55-2 12,44,Class I gas giant,2102.1646,false,true,1,0.0048,2107.098513,2107.074239085312,Synuefai UH-J b55-2,M (Red dwarf) Star,6,0,0.4813,Va,456,0.4813,false,2651,Synuefai UH-J b55-2 12 g a,2103.249,Icy body,34,560.9586
Wregoe HZ-O b19-2,641.03,3,3,Wregoe HZ-O b19-2 C 5,44,Class I gas giant,51280.1797,false,true,2,0.0004,2137.7873204999996,2137.787149477007,Wregoe HZ-O b19-2 C,M (Red dwarf) Star,8,51020.7188,0.4255,Va,6478,0.4797,false,2479,Wregoe HZ-O b19-2 C 5 g,51286.8086,Icy body,38,859.5891
Wregoe XD-J b51-3,635.54,2,1,Wregoe XD-J b51-3 A 5,44,Class I gas giant,2744.9902,false,true,2,0.0012,2744.0783955,2744.076419762844,Wregoe XD-J b51-3 A,M (Red dwarf) Star,5,0,0.5414,Va,3366,0.5414,false,2875,Wregoe XD-J b51-3 A 5 h,2754.415,Icy body,36,922.7261
Col 285 Sector SX-Q b6-2,250.41,1,1,Col 285 Sector SX-Q b6-2 2,43,Class I gas giant,1257.1483,false,true,1,0.0007,1257.991605,1257.991296792019,Col 285 Sector SX-Q b6-2,M (Red dwarf) Star,9,0,0.4113,VI,3244,0.4113,false,2119,Col 285 Sector SX-Q b6-2 2 h,1257,Icy body,33,955.7019
Flame Sector SO-R b4-0,991.28,2,2,Flame Sector SO-R b4-0 AB 1,43,Class I gas giant,2082.8777,true,false,0,0.0008,2661.4930679999998,2661.4922163220817,Flame Sector SO-R b4-0 B,M (Red dwarf) Star,8,1451.6263,0.4365,,220,0.4929,false,2467,Flame Sector SO-R b4-0 AB 1 h,2072.5168,Icy body,33,1122.147
Wikegarak,208.79,2,1,Wikegarak A 14,43,Class I gas giant,3560.3677,false,true,2,0.0038,3573.9237104999997,3573.8979066776583,Wikegarak A,M (Red dwarf) Star,7,0,0.4007,Va,582,0.4007,false,2571,Wikegarak A 14 g,3559.6411,Icy body,25,2660.3647
Arietis Sector ND-S b4-1,169.25,2,1,Arietis Sector ND-S b4-1 AB 4,43,Class I gas giant,2230.7056,true,false,1,0.1305,2664.2375955,2641.453859613392,Arietis Sector ND-S b4-1 A,M (Red dwarf) Star,9,0,0.4151,Va,6420,0.4151,false,2291,Arietis Sector ND-S b4-1 AB 4 h,2239.895,Icy body,25,1064.7639
HIP 13674,149.71,2,1,HIP 13674 B 3,43,Class I gas giant,100264.4219,false,true,2,0,3213.4923989999998,3213.4923989999998,HIP 13674 B,M (Red dwarf) Star,9,101492.6797,0.4336,Va,7858,0.4336,false,2352,HIP 13674 B 3 h,100286.1562,Icy body,34,2077.7893
Pleiades Sector AA-Z b0,448.81,1,1,Pleiades Sector AA-Z b0 4,43,Class I gas giant,1285.5177,false,false,0,0.0007,1285.9358849999999,1285.9355699456694,Pleiades Sector AA-Z b0,M (Red dwarf) Star,8,0,0.3842,Va,8086,0.3842,false,2445,Pleiades Sector AA-Z b0 4 h,1288.6216,Icy body,36,810.794
Synuefe WG-Z b47-2,258.56,1,1,Synuefe WG-Z b47-2 5,43,Class I gas giant,982.6628,false,true,1,0.0001,982.6406460000001,982.6406410867967,Synuefe WG-Z b47-2,M (Red dwarf) Star,9,0,0.3933,Va,838,0.3933,false,2173,Synuefe WG-Z b47-2 5 h,977.017,Icy body,37,536.529
Col 359 Sector FN-I b11-3,373.34,1,1,Col 359 Sector FN-I b11-3 4,43,Class I gas giant,1834.4697,false,true,1,0.0116,1815.280389,1815.1582528266288,Col 359 Sector FN-I b11-3,M (Red dwarf) Star,6,0,0.4544,Va,8388,0.4544,false,2775,Col 359 Sector FN-I b11-3 4 h,1830.4675,Icy body,37,889.0348
Wredguia RG-L b35-3,454.93,1,1,Wredguia RG-L b35-3 14,43,Class I gas giant,1973.3564,false,true,2,0.0147,2.2455225,2.245279869413268,Wredguia RG-L b35-3,M (Red dwarf) Star,6,0,0.4484,Vz,220,0.4484,false,2624,Wredguia RG-L b35-3 14 h,1967.1001,Icy body,34,933.0928
Pegasi Sector UE-Y b1-6,208.39,1,1,Pegasi Sector UE-Y b1-6 A 4,43,Class I gas giant,3260.0354,false,false,0,0.0311,3301.516881,3299.919864672803,Pegasi Sector UE-Y b1-6 A,M (Red dwarf) Star,4,0,0.5416,,11096,0.5416,false,3136,Pegasi Sector UE-Y b1-6 A 4 h,3250.4146,Icy body,38,736.9726
Pleiades Sector ZE-Z b1,462.80,1,1,Pleiades Sector ZE-Z b1 8,43,Class I gas giant,1386.6742,false,true,1,0.0046,1385.437482,1385.4228239938993,Pleiades Sector ZE-Z b1,M (Red dwarf) Star,7,0,0.4388,Va,350,0.4388,false,2512,Pleiades Sector ZE-Z b1 8 h,1388.0609,Icy body,38,749.0265
Swoilz KY-K b14-8,610.83,1,1,Swoilz KY-K b14-8 3,43,Class I gas giant,1111,false,false,0,0.0008,1110.286125,1110.2857697083832,Swoilz KY-K b14-8,M (Red dwarf) Star,9,0,0.3702,,3560,0.3702,false,2186,Swoilz KY-K b14-8 3 h,1120,Icy body,34,1195.1899
Synuefe YL-L b53-0,486.92,2,1,Synuefe YL-L b53-0 AB 1,43,Class I gas giant,1531.7927,true,false,0,0,1465.577685,1465.577685,Synuefe YL-L b53-0 A,M (Red dwarf) Star,9,0,0.3305,VI,11486,0.3305,false,2145,Synuefe YL-L b53-0 AB 1 h,1528.2854,Icy body,32,1127.621
Col 285 Sector SB-V b3-2,299.19,3,1,Col 285 Sector SB-V b3-2 ABC 1,43,Class I gas giant,2010.3651,true,false,0,0.0023,1951.5586544999999,1951.553492620532,Col 285 Sector SB-V b3-2 A,M (Red dwarf) Star,6,0,0.4297,Va,1828,0.4297,false,2640,Col 285 Sector SB-V b3-2 ABC 1 h,2106,Icy body,34,1683.3619
Synuefe WJ-D b46-7,506.62,1,1,Synuefe WJ-D b46-7 11,43,Class I gas giant,1535.6342,false,false,0,0.0011,1537.234803,1537.233872972663,Synuefe WJ-D b46-7,M (Red dwarf) Star,6,0,0.3947,Va,274,0.3947,false,2732,Synuefe WJ-D b46-7 11 h,1533.4619,Icy body,37,695.5425
Synuefai WD-Q b10-0,926.37,3,1,Synuefai WD-Q b10-0 ABC 1,43,Class I gas giant,2611.8379,true,false,0,0.0006,2284.8939945,2284.8935832190436,Synuefai WD-Q b10-0 A,M (Red dwarf) Star,7,0,0.4762,Va,314,0.4762,false,2591,Synuefai WD-Q b10-0 ABC 1 g,2607.271,Icy body,34,1048.2792
Praea Euq LW-E b11-7,532.78,1,1,Praea Euq LW-E b11-7 11,43,Class I gas giant,1690.152,false,false,0,0.0079,1677.7047105,1677.6523569076492,Praea Euq LW-E b11-7,M (Red dwarf) Star,7,0,0.418,Va,750,0.418,false,2558,Praea Euq LW-E b11-7 11 h,1696.8538,Icy body,34,753.8779
Col 285 Sector DU-A b29-1,275.71,2,1,Col 285 Sector DU-A b29-1 A 13,43,Class I gas giant,1555.8822,false,true,2,0.0024,1553.602167,1553.597692619316,Col 285 Sector DU-A b29-1 A,M (Red dwarf) Star,8,0,0.4413,Va,388,0.4413,false,2479,Col 285 Sector DU-A b29-1 A 13 h,1545.8907,Icy body,37,814.3844
Synuefe RI-Y b47-0,495.21,1,1,Synuefe RI-Y b47-0 9,43,Class I gas giant,2483.958,false,false,0,0.0017,2486.5918155,2486.5882223722306,Synuefe RI-Y b47-0,M (Red dwarf) Star,5,0,0.5074,,2742,0.5074,false,2976,Synuefe RI-Y b47-0 9 h,2476.5088,Icy body,36,907.2044
Bhilonggam,256.65,3,1,Bhilonggam ABC 5,43,Class I gas giant,1992.712,true,false,1,0.0005,2049.812739,2049.8124827733914,Bhilonggam A,M (Red dwarf) Star,6,0,0.5151,Va,5790,0.5151,false,2757,Bhilonggam ABC 5 h,1994.6458,Icy body,37,2203.7825
Wregoe MA-A b55-4,678.00,1,1,Wregoe MA-A b55-4 4,43,Class I gas giant,1589,false,false,0,0.0007,1588.3828155,1588.3824263461624,Wregoe MA-A b55-4,M (Red dwarf) Star,7,0,0.4521,,1942,0.4521,false,2525,Wregoe MA-A b55-4 4 h,1583,Icy body,36,651.9754
Synuefe JX-Q b38-4,360.51,4,2,Synuefe JX-Q b38-4 CD 1,43,Class I gas giant,388359,true,false,0,0.0001,2221.869663,2221.8696518906518,Synuefe JX-Q b38-4 C,M (Red dwarf) Star,8,388483,0.4301,,1044,0.5467,false,2491,Synuefe JX-Q b38-4 CD 1 h,388363,Icy body,33,1314.04
M7 Sector ST-X b2-4,813.67,1,1,M7 Sector ST-X b2-4 3,43,Class I gas giant,2546,false,false,0,0.0002,2546.123112,2546.1230610775374,M7 Sector ST-X b2-4,M (Red dwarf) Star,5,0,0.5681,Va,3590,0.5681,false,3028,M7 Sector ST-X b2-4 3 h,2541,Icy body,38,899.7334
Col 359 Sector OZ-M b9-4,333.90,2,1,Col 359 Sector OZ-M b9-4 A 8,43,Class I gas giant,1480.1908,false,true,2,0.0126,1491.3762435,1491.2578533546996,Col 359 Sector OZ-M b9-4 A,M (Red dwarf) Star,8,0,0.3689,Va,10000,0.3689,false,2453,Col 359 Sector OZ-M b9-4 A 8 h,1479.8734,Icy body,37,741.0295
Swoilz UR-W c4-23,497.77,1,1,Swoilz UR-W c4-23 6,43,Class I gas giant,4336,false,false,0,0.0004,4337.750664,4337.750316979933,Swoilz UR-W c4-23,M (Red dwarf) Star,1,0,0.6286,,4402,0.6286,false,3634,Swoilz UR-W c4-23 6 h,4322,Icy body,37,621.5793
IC 2391 Sector CA-Z b8,592.36,1,1,IC 2391 Sector CA-Z b8 2,43,Class I gas giant,1062.9606,false,true,1,0.0003,1062.7309485,1062.7309006771063,IC 2391 Sector CA-Z b8,M (Red dwarf) Star,9,0,0.4227,VI,4218,0.4227,false,2161,IC 2391 Sector CA-Z b8 2 h,1071.7311,Icy body,37,541.8658
Wregoe VC-Z b56-1,380.94,1,1,Wregoe VC-Z b56-1 4,43,Class I gas giant,1210.5823,false,false,0,0.0069,1217.5222995000001,1217.4933160366809,Wregoe VC-Z b56-1,M (Red dwarf) Star,9,0,0.431,Va,6786,0.431,false,2190,Wregoe VC-Z b56-1 4 h,1197.9449,Icy body,35,769.7689
Synuefe XV-O b50-0,662.17,1,1,Synuefe XV-O b50-0 5,43,Class I gas giant,2280.0608,false,false,0,0.0073,2265.1832969999996,2265.1229403869397,Synuefe XV-O b50-0,M (Red dwarf) Star,4,0,0.4755,Va,12810,0.4755,false,3103,Synuefe XV-O b50-0 5 h,2277.3928,Icy body,38,763.4692
Praea Euq UI-M b7-7,903.00,2,1,Praea Euq UI-M b7-7 AB 5,43,Class I gas giant,2546.2197,true,false,0,0.0023,2405.1541995,2405.1478378587285,Praea Euq UI-M b7-7 A,M (Red dwarf) Star,5,0,0.5215,Va,5482,0.5215,false,2864,Praea Euq UI-M b7-7 AB 5 h,2542.1323,Icy body,36,1050.4972
Wregoe BE-J b51-1,709.05,1,1,Wregoe BE-J b51-1 3,43,Class I gas giant,938.5189,false,true,1,0,938.528604,938.528604,Wregoe BE-J b51-1,M (Red dwarf) Star,9,0,0.3321,Va,3138,0.3321,false,2293,Wregoe BE-J b51-1 3 h,930.124,Icy body,37,585.2139
Synuefe BS-H d11-44,734.61,2,2,Synuefe BS-H d11-44 AB 2,43,Class I gas giant,3573.2739,true,false,1,0.0011,3350.4692714999996,3350.467244465478,Synuefe BS-H d11-44 B,M (Red dwarf) Star,9,1336.8341,0.3677,Va,636,0.6142,false,2189,Synuefe BS-H d11-44 AB 2 h,3587.9314,Icy body,37,718.0836
Wredguia VO-H b24-1,568.19,2,1,Wredguia VO-H b24-1 A 5,43,Class I gas giant,1319.3296,false,false,0,0.0004,1319.269419,1319.2693134584422,Wredguia VO-H b24-1 A,M (Red dwarf) Star,9,0,0.3622,,1900,0.3622,false,2339,Wredguia VO-H b24-1 A 5 h,1319.674,Icy body,37,621.7313
Col 359 Sector IB-S b32-0,858.07,1,1,Col 359 Sector IB-S b32-0 5,43,Class I gas giant,1636.6504,false,false,0,0.0002,1636.7363999999998,1636.7363672652716,Col 359 Sector IB-S b32-0,M (Red dwarf) Star,7,0,0.4539,,4116,0.4539,false,2581,Col 359 Sector IB-S b32-0 5 h,1629.7887,Icy body,36,921.2406
Synuefe UG-X b20-0,688.97,2,2,Synuefe UG-X b20-0 A 7,43,Class I gas giant,2185.1919,false,false,0,0.0023,2181.1508550000003,2181.145085848359,Synuefe UG-X b20-0 A,M (Red dwarf) Star,5,0,0.4425,,2120,0.4425,false,2848,Synuefe UG-X b20-0 A 7 h,2188.458,Icy body,37,660.1424
Synuefe BO-R b37-2,554.61,2,1,Synuefe BO-R b37-2 AB 1,43,Class I gas giant,1645.6144,true,false,2,0.1205,1.2475125,1.2384222845982795,Synuefe BO-R b37-2 A,M (Red dwarf) Star,8,0,0.3804,Va,4720,0.3804,false,2463,Synuefe BO-R b37-2 AB 1 h,1644.8723,Icy body,32,877.6636
Wredguia HC-T b31-1,394.99,1,1,Wredguia HC-T b31-1 6,43,Class I gas giant,1192.2952,false,true,1,0.0001,1192.2227460000001,1192.2227400388863,Wredguia HC-T b31-1,M (Red dwarf) Star,9,0,0.3717,Va,262,0.3717,false,2343,Wredguia HC-T b31-1 6 h,1190.9122,Icy body,35,795.5651
Col 285 Sector OV-R b19-5,147.20,1,1,Col 285 Sector OV-R b19-5 5,42,Class I gas giant,2210.5632,false,true,1,0.0001,2210.7917519999996,2210.791740946041,Col 285 Sector OV-R b19-5,M (Red dwarf) Star,5,0,0.4874,Va,780,0.4874,false,2813,Col 285 Sector OV-R b19-5 5 h,2203.6392,Icy body,35,679.0851
